ID,Level,col3,col4,col5,col6,col7,col8
1160,19499,193,96,2,f,3,a3Piu
1161,19775.721,193,96,3,f,3,a3Piu
1162,19498.4246,195,97,1,e,3,a3Piu
1163,19774.3895,195,97,2,e,3,a3Piu
1164,20064.976,195,97,3,e,3,a3Piu
1165,6964.6673,1,0,3,f,4,a3Piu
1166,6951.5658,3,1,2,e,4,a3Piu
1167,6967.0853,3,1,3,e,4,a3Piu
1168,6935.8144,5,2,1,f,4,a3Piu
1169,6957.5923,5,2,2,f,4,a3Piu
1170,6975.7432,5,2,3,f,4,a3Piu
1171,6943.8805,7,3,1,e,4,a3Piu
1172,6966.4397,7,3,2,e,4,a3Piu
1173,6985.5178,7,3,3,e,4,a3Piu
1174,6954.7295,9,4,1,f,4,a3Piu
1175,6978.8111,9,4,2,f,4,a3Piu
1176,7000.9939,9,4,3,f,4,a3Piu
1177,6968.4065,11,5,1,e,4,a3Piu
1178,6993.7759,11,5,2,e,4,a3Piu
1179,7017.7322,11,5,3,e,4,a3Piu
1180,6984.9833,13,6,1,f,4,a3Piu
1181,7012.5813,13,6,2,f,4,a3Piu
1182,7039.7022,13,6,3,f,4,a3Piu
1183,7004.479,15,7,1,e,4,a3Piu
1184,7033.7421,15,7,2,e,4,a3Piu
1185,7063.1157,15,7,3,e,4,a3Piu
1186,7026.9581,17,8,1,f,4,a3Piu
1187,7058.9445,17,8,2,f,4,a3Piu
1188,7091.4239,17,8,3,f,4,a3Piu
1189,7052.4257,19,9,1,e,4,a3Piu
1190,7086.3074,19,9,2,e,4,a3Piu
1191,7121.3477,19,9,3,e,4,a3Piu
1192,7080.9131,21,10,1,f,4,a3Piu
1193,7117.8578,21,10,2,f,4,a3Piu
1194,7155.9156,21,10,3,f,4,a3Piu
1195,7112.4515,23,11,1,e,4,a3Piu
1196,7151.4087,23,11,2,e,4,a3Piu
1197,7192.2556,23,11,3,e,4,a3Piu
1198,7147.0028,25,12,1,f,4,a3Piu
1199,7189.2719,25,12,2,f,4,a3Piu
1200,7233.0371,25,12,3,f,4,a3Piu
1201,7184.6732,27,13,1,e,4,a3Piu
1202,7228.9929,27,13,2,e,4,a3Piu
1203,7275.7372,27,13,3,e,4,a3Piu
1204,7225.3138,29,14,1,f,4,a3Piu
1205,7273.1464,29,14,2,f,4,a3Piu
1206,7322.7004,29,14,3,f,4,a3Piu
1207,7269.1538,31,15,1,e,4,a3Piu
1208,7319.0197,31,15,2,e,4,a3Piu
1209,7371.7242,31,15,3,e,4,a3Piu
1210,7315.8917,33,16,1,f,4,a3Piu
1211,7369.4484,33,16,2,f,4,a3Piu
1212,7424.8436,33,16,3,f,4,a3Piu
1213,7365.9247,35,17,1,e,4,a3Piu
1214,7421.4558,35,17,2,e,4,a3Piu
1215,7480.1657,35,17,3,e,4,a3Piu
1216,7418.7574,37,18,1,f,4,a3Piu
1217,7478.1485,37,18,2,f,4,a3Piu
1218,7539.4184,37,18,3,f,4,a3Piu
1219,7474.9971,39,19,1,e,4,a3Piu
1220,7536.2714,39,19,2,e,4,a3Piu
1221,7601.0197,39,19,3,e,4,a3Piu
1222,7533.9159,41,20,1,f,4,a3Piu
1223,7599.219,41,20,2,f,4,a3Piu
1224,7666.3837,41,20,3,f,4,a3Piu
1225,7596.3701,43,21,1,e,4,a3Piu
1226,7663.4381,43,21,2,e,4,a3Piu
1227,7734.2484,43,21,3,e,4,a3Piu
1228,7661.3617,45,22,1,f,4,a3Piu
1229,7732.632,45,22,2,f,4,a3Piu
1230,7805.702,45,22,3,f,4,a3Piu
1231,7730.0334,47,23,1,e,4,a3Piu
1232,7802.9269,47,23,2,e,4,a3Piu
1233,7879.8158,47,23,3,e,4,a3Piu
1234,7801.0816,49,24,1,f,4,a3Piu
1235,7878.3583,49,24,2,f,4,a3Piu
1236,7957.3366,49,24,3,f,4,a3Piu
1237,7875.9706,51,25,1,e,4,a3Piu
1238,7954.7079,51,25,2,e,4,a3Piu
1239,8037.6865,51,25,3,e,4,a3Piu
1240,7953.0566,53,26,1,f,4,a3Piu
1241,8036.3677,53,26,2,f,4,a3Piu
1242,8121.2514,53,26,3,f,4,a3Piu
1243,8034.1601,55,27,1,e,4,a3Piu
1244,8118.7493,55,27,2,e,4,a3Piu
1245,8207.8242,55,27,3,e,4,a3Piu
1246,8117.2632,57,28,1,f,4,a3Piu
1247,8206.6276,57,28,2,f,4,a3Piu
1248,8297.4093,57,28,3,f,4,a3Piu
1249,8204.5759,59,29,1,e,4,a3Piu
1250,8295.0177,59,29,2,e,4,a3Piu
1251,8390.1917,59,29,3,e,4,a3Piu
1252,8293.6736,61,30,1,f,4,a3Piu
1253,8389.1039,61,30,2,f,4,a3Piu
1254,8485.7717,61,30,3,f,4,a3Piu
1255,8387.1883,63,31,1,e,4,a3Piu
1256,8483.4776,63,31,2,e,4,a3Piu
1257,8584.7501,63,31,3,e,4,a3Piu
1258,8482.2567,65,32,1,f,4,a3Piu
1259,8583.7597,65,32,2,f,4,a3Piu
1260,8686.2989,65,32,3,f,4,a3Piu
1261,8581.9645,67,33,1,e,4,a3Piu
1262,8684.0911,67,33,2,e,4,a3Piu
1263,8791.4587,67,33,3,e,4,a3Piu
1264,8682.9781,69,34,1,f,4,a3Piu
1265,8790.5564,69,34,2,f,4,a3Piu
1266,8898.9491,69,34,3,f,4,a3Piu
1267,8788.8684,71,35,1,e,4,a3Piu
1268,8896.8181,71,35,2,e,4,a3Piu
1269,9010.275,71,35,3,e,4,a3Piu
1270,8895.8004,73,36,1,f,4,a3Piu
1271,9009.4528,73,36,2,f,4,a3Piu
1272,9123.6785,73,36,3,f,4,a3Piu
1273,9007.861,75,37,1,e,4,a3Piu
1274,9121.6165,75,37,2,e,4,a3Piu
1275,9241.1544,75,37,3,e,4,a3Piu
1276,9120.6832,77,38,1,f,4,a3Piu
1277,9240.4055,77,38,2,f,4,a3Piu
1278,9360.4414,77,38,3,f,4,a3Piu
1279,9238.9006,79,39,1,e,4,a3Piu
1280,9358.4414,79,39,2,e,4,a3Piu
1281,9484.05,79,39,3,e,4,a3Piu
1282,9357.5835,81,40,1,f,4,a3Piu
1283,9483.3684,81,40,2,f,4,a3Piu
1284,9609.1896,81,40,3,f,4,a3Piu
1285,9481.9427,83,41,1,e,4,a3Piu
1286,9607.2458,83,41,2,e,4,a3Piu
1287,9738.913,83,41,3,e,4,a3Piu
1288,9606.4556,85,42,1,f,4,a3Piu
1289,9738.2936,85,42,2,f,4,a3Piu
1290,9869.8731,85,42,3,f,4,a3Piu
1291,9736.9402,87,43,1,e,4,a3Piu
1292,9867.9802,87,43,2,e,4,a3Piu
1293,10005.6918,87,43,3,e,4,a3Piu
1294,9867.251,89,44,1,f,4,a3Piu
1295,10005.1302,89,44,2,f,4,a3Piu
1296,10142.4392,89,44,3,f,4,a3Piu
1297,10003.8434,91,45,1,e,4,a3Piu
1298,10140.5928,91,45,2,e,4,a3Piu
1299,10284.3331,91,45,3,e,4,a3Piu
1300,10139.9189,93,46,1,f,4,a3Piu
1301,10283.8252,93,46,2,f,4,a3Piu
1302,10426.8333,93,46,3,f,4,a3Piu
1303,10282.6,95,47,1,e,4,a3Piu
1304,10425.0293,95,47,2,e,4,a3Piu
1305,10574.7809,95,47,3,e,4,a3Piu
1306,10424.4057,97,48,1,f,4,a3Piu
1307,10574.3233,97,48,2,f,4,a3Piu
1308,10722.9981,97,48,3,f,4,a3Piu
1309,10573.1551,99,49,1,e,4,a3Piu
1310,10721.2331,99,49,2,e,4,a3Piu
1311,10876.9768,99,49,3,e,4,a3Piu
1312,10720.6553,101,50,1,f,4,a3Piu
1313,10876.5665,101,50,2,f,4,a3Piu
1314,11030.8743,101,50,3,f,4,a3Piu
1315,10875.4515,103,51,1,e,4,a3Piu
1316,11029.1451,103,51,2,e,4,a3Piu
1317,11190.8603,103,51,3,e,4,a3Piu
1318,11028.6092,105,52,1,f,4,a3Piu
1319,11190.4945,105,52,2,f,4,a3Piu
1320,11350.3999,105,52,3,f,4,a3Piu
1321,11189.4293,107,53,1,e,4,a3Piu
1322,11348.7037,107,53,2,e,4,a3Piu
1323,11516.3685,107,53,3,e,4,a3Piu
1324,11348.2063,109,54,1,f,4,a3Piu
1325,11516.0446,109,54,2,f,4,a3Piu
1326,11681.5107,109,54,3,f,4,a3Piu
1327,11515.0261,111,55,1,e,4,a3Piu
1328,11679.845,111,55,2,e,4,a3Piu
1329,11853.4358,111,55,3,e,4,a3Piu
1330,11679.383,113,56,1,f,4,a3Piu
1331,11853.1517,113,56,2,f,4,a3Piu
1332,12024.1402,113,56,3,f,4,a3Piu
1333,11852.1772,115,57,1,e,4,a3Piu
1334,12022.5026,115,57,2,e,4,a3Piu
1335,12201.9945,115,57,3,e,4,a3Piu
1336,12022.0734,117,58,1,f,4,a3Piu
1337,12201.7482,117,58,2,f,4,a3Piu
1338,12378.2193,117,58,3,f,4,a3Piu
1339,12200.8153,119,59,1,e,4,a3Piu
1340,12376.6079,119,59,2,e,4,a3Piu
1341,12561.9744,119,59,3,e,4,a3Piu
1342,12376.2088,121,60,1,f,4,a3Piu
1343,12561.7641,121,60,2,f,4,a3Piu
1344,12743.6766,121,60,3,f,4,a3Piu
1345,12560.8706,123,61,1,e,4,a3Piu
1346,12742.0894,123,61,2,e,4,a3Piu
1347,12933.303,123,61,3,e,4,a3Piu
1348,12741.7184,125,62,1,f,4,a3Piu
1349,12933.127,125,62,2,f,4,a3Piu
1350,13120.4383,125,62,3,f,4,a3Piu
1351,12932.2708,127,63,1,e,4,a3Piu
1352,13118.8737,127,63,2,e,4,a3Piu
1353,13315.9052,127,63,3,e,4,a3Piu
1354,13118.5287,129,64,1,f,4,a3Piu
1355,13315.7621,129,64,2,f,4,a3Piu
1356,13508.4282,129,64,3,f,4,a3Piu
1357,13314.9414,131,65,1,e,4,a3Piu
1358,13506.8846,131,65,2,e,4,a3Piu
1359,13709.7036,131,65,3,e,4,a3Piu
1360,13506.5638,133,66,1,f,4,a3Piu
1361,13709.5919,133,66,2,f,4,a3Piu
1362,13907.5676,133,66,3,f,4,a3Piu
1363,13708.8052,135,67,1,e,4,a3Piu
1364,13906.0437,135,67,2,e,4,a3Piu
1365,14114.6183,135,67,3,e,4,a3Piu
1366,13905.7453,137,68,1,f,4,a3Piu
1367,14114.5369,137,68,2,f,4,a3Piu
1368,14317.7755,137,68,3,f,4,a3Piu
1369,14113.7826,139,69,1,e,4,a3Piu
1370,14316.2699,139,69,2,e,4,a3Piu
1371,14530.5672,139,69,3,e,4,a3Piu
1372,14315.9926,141,70,1,f,4,a3Piu
1373,14530.5148,141,70,2,f,4,a3Piu
1374,14738.9685,141,70,3,f,4,a3Piu
1375,14529.7916,143,71,1,e,4,a3Piu
1376,14737.48,143,71,2,e,4,a3Piu
1377,14957.4655,143,71,3,e,4,a3Piu
1378,14737.2222,145,72,1,f,4,a3Piu
1379,14957.4411,145,72,2,f,4,a3Piu
1380,15171.0605,145,72,3,f,4,a3Piu
1381,14956.7477,147,73,1,e,4,a3Piu
1382,15169.588,147,73,2,e,4,a3Piu
1383,15395.2261,147,73,3,e,4,a3Piu
1384,15169.3486,149,74,1,f,4,a3Piu
1385,15395.2288,149,74,2,f,4,a3Piu
1386,15613.9634,149,74,3,f,4,a3Piu
1387,15394.564,151,75,1,e,4,a3Piu
1388,15612.5059,151,75,2,e,4,a3Piu
1389,15843.7596,151,75,3,e,4,a3Piu
1390,15612.2836,153,76,1,f,4,a3Piu
1391,15843.7884,153,76,2,f,4,a3Piu
1392,16067.5863,153,76,3,f,4,a3Piu
1393,15843.1512,155,77,1,e,4,a3Piu
1394,16066.1428,155,77,2,e,4,a3Piu
1395,16302.9739,155,77,3,e,4,a3Piu
1396,16065.9367,157,78,1,f,4,a3Piu
1397,16303.028,157,78,2,f,4,a3Piu
1398,16531.8361,157,78,3,f,4,a3Piu
1399,16302.4174,159,79,1,e,4,a3Piu
1400,16530.4058,159,79,2,e,4,a3Piu
1401,16772.7748,159,79,3,e,4,a3Piu
1402,16530.2148,161,80,1,f,4,a3Piu
1403,16772.8533,161,80,2,f,4,a3Piu
1404,17006.6172,161,80,3,f,4,a3Piu
1405,16772.2685,163,81,1,e,4,a3Piu
1406,17005.1992,163,81,2,e,4,a3Piu
1407,17253.0653,163,81,3,e,4,a3Piu
1408,17005.0224,165,82,1,f,4,a3Piu
1409,17253.1676,165,82,2,f,4,a3Piu
1410,17491.8315,165,82,3,f,4,a3Piu
1411,17252.6076,167,83,1,e,4,a3Piu
1412,17490.4252,167,83,2,e,4,a3Piu
1413,17743.7463,167,83,3,e,4,a3Piu
1414,17490.2617,169,84,1,f,4,a3Piu
1415,17743.8717,169,84,2,f,4,a3Piu
1416,17987.3787,169,84,3,f,4,a3Piu
1417,17743.3358,171,85,1,e,4,a3Piu
1418,17985.9833,171,85,2,e,4,a3Piu
1419,18244.7161,171,85,3,e,4,a3Piu
1420,17985.8323,173,86,1,f,4,a3Piu
1421,18244.864,173,86,2,f,4,a3Piu
1422,18493.1559,173,86,3,f,4,a3Piu
1423,18244.3514,175,87,1,e,4,a3Piu
1424,18491.7707,175,87,2,e,4,a3Piu
1425,18755.8706,175,87,3,e,4,a3Piu
1426,18491.6315,177,88,1,f,4,a3Piu
1427,18756.0404,177,88,2,f,4,a3Piu
1428,19009.0577,177,88,3,f,4,a3Piu
1429,18755.5505,179,89,1,e,4,a3Piu
1430,19007.6821,179,89,2,e,4,a3Piu
1431,19277.1033,179,89,3,e,4,a3Piu
1432,19007.5539,181,90,1,f,4,a3Piu
1433,19277.2944,181,90,2,f,4,a3Piu
1434,19534.9764,181,90,3,f,4,a3Piu
1435,19276.8265,183,91,1,e,4,a3Piu
1436,19533.6098,183,91,2,e,4,a3Piu
1437,19808.3053,183,91,3,e,4,a3Piu
1438,19533.4921,185,92,1,f,4,a3Piu
1439,19808.5172,185,92,2,f,4,a3Piu
1440,20070.8019,185,92,3,f,4,a3Piu
1441,19808.0707,187,93,1,e,4,a3Piu
1442,20069.4438,187,93,2,e,4,a3Piu
1443,20349.3651,187,93,3,e,4,a3Piu
1444,20069.3359,189,94,1,f,4,a3Piu
1445,20349.5974,189,94,2,f,4,a3Piu
1446,20616.4215,189,94,3,f,4,a3Piu
1447,20349.1718,191,95,1,e,4,a3Piu
1448,20615.0713,191,95,2,e,4,a3Piu
1449,20900.1691,191,95,3,e,4,a3Piu
1450,20614.9727,193,96,1,f,4,a3Piu
1451,20900.4211,193,96,2,f,4,a3Piu
1452,21171.7203,193,96,3,f,4,a3Piu
1453,20900.0159,195,97,1,e,4,a3Piu
1454,21170.3775,195,97,2,e,4,a3Piu
1455,21460.6008,195,97,3,e,4,a3Piu
1456,8489.3116,1,0,3,f,5,a3Piu
1457,8476.1864,3,1,2,e,5,a3Piu
1458,8491.7053,3,1,3,e,5,a3Piu
1459,8460.4421,5,2,1,f,5,a3Piu
1460,8482.1479,5,2,2,f,5,a3Piu
1461,8500.2507,5,2,3,f,5,a3Piu
1462,8468.4293,7,3,1,e,5,a3Piu
1463,8490.91,7,3,2,e,5,a3Piu
1464,8509.9112,7,3,3,e,5,a3Piu
1465,8479.168,9,4,1,f,5,a3Piu
1466,8503.1399,9,4,2,f,5,a3Piu
1467,8525.202,9,4,3,f,5,a3Piu
1468,8492.7096,11,5,1,e,5,a3Piu
1469,8517.9529,11,5,2,e,5,a3Piu
1470,8541.7511,11,5,3,e,5,a3Piu
1471,8509.1086,13,6,1,f,5,a3Piu
1472,8536.544,13,6,2,f,5,a3Piu
1473,8563.4652,13,6,3,f,5,a3Piu
1474,8528.4114,15,7,1,e,5,a3Piu
1475,8557.4809,15,7,2,e,5,a3Piu
1476,8586.624,15,7,3,e,5,a3Piu
1477,8550.6379,17,8,1,f,5,a3Piu
1478,8582.4039,17,8,2,f,5,a3Piu
1479,8614.6028,17,8,3,f,5,a3Piu
1480,8575.8567,19,9,1,e,5,a3Piu
1481,8609.4668,19,9,2,e,5,a3Piu
1482,8644.2116,19,9,3,e,5,a3Piu
1483,8604.0116,21,10,1,f,5,a3Piu
1484,8640.6785,21,10,2,f,5,a3Piu
1485,8678.3729,21,10,3,f,5,a3Piu
1486,8635.2476,23,11,1,e,5,a3Piu
1487,8673.8495,23,11,2,e,5,a3Piu
1488,8714.342,23,11,3,e,5,a3Piu
1489,8669.3828,25,12,1,f,5,a3Piu
1490,8711.3192,25,12,2,f,5,a3Piu
1491,8754.6362,25,12,3,f,5,a3Piu
1492,8706.7001,27,13,1,e,5,a3Piu
1493,8750.5773,27,13,2,e,5,a3Piu
1494,8796.9126,27,13,3,e,5,a3Piu
1495,8746.8378,29,14,1,f,5,a3Piu
1496,8794.2863,29,14,2,f,5,a3Piu
1497,8843.3046,29,14,3,f,5,a3Piu
1498,8790.277,31,15,1,e,5,a3Piu
1499,8839.6102,31,15,2,e,5,a3Piu
1500,8891.8553,31,15,3,e,5,a3Piu
1501,8836.4223,33,16,1,f,5,a3Piu
1502,8889.5468,33,16,2,f,5,a3Piu
1503,8944.3163,33,16,3,f,5,a3Piu
1504,8886.0095,35,17,1,e,5,a3Piu
1505,8940.9153,35,17,2,e,5,a3Piu
1506,8999.1189,35,17,3,e,5,a3Piu
1507,8938.1573,37,18,1,f,5,a3Piu
1508,8997.0714,37,18,2,f,5,a3Piu
1509,9057.6231,37,18,3,f,5,a3Piu
1510,8993.9094,39,19,1,e,5,a3Piu
1511,9054.463,39,19,2,e,5,a3Piu
1512,9118.6614,39,19,3,e,5,a3Piu
1513,9052.0479,41,20,1,f,5,a3Piu
1514,9116.8325,41,20,2,f,5,a3Piu
1515,9183.1839,41,20,3,f,5,a3Piu
1516,9113.9754,43,21,1,e,5,a3Piu
1517,9180.2249,43,21,2,e,5,a3Piu
1518,9250.4451,43,21,3,e,5,a3Piu
1519,9178.0887,45,22,1,f,5,a3Piu
1520,9248.8023,45,22,2,f,5,a3Piu
1521,9320.9612,45,22,3,f,5,a3Piu
1522,9246.1977,47,23,1,e,5,a3Piu
1523,9318.1723,47,23,2,e,5,a3Piu
1524,9394.4341,47,23,3,e,5,a3Piu
1525,9316.2667,49,24,1,f,5,a3Piu
1526,9392.9517,49,24,2,f,5,a3Piu
1527,9470.9185,49,24,3,f,5,a3Piu
1528,9390.5599,51,25,1,e,5,a3Piu
1529,9468.2753,51,25,2,e,5,a3Piu
1530,9550.5929,51,25,3,e,5,a3Piu
1531,9466.5632,53,26,1,f,5,a3Piu
1532,9549.2505,53,26,2,f,5,a3Piu
1533,9633.0197,53,26,3,f,5,a3Piu
1534,9547.0406,55,27,1,e,5,a3Piu
1535,9630.5023,55,27,2,e,5,a3Piu
1536,9718.8853,55,27,3,e,5,a3Piu
1537,9628.9546,57,28,1,f,5,a3Piu
1538,9717.6665,57,28,2,f,5,a3Piu
1539,9807.2277,57,28,3,f,5,a3Piu
1540,9715.6138,59,29,1,e,5,a3Piu
1541,9804.82,59,29,2,e,5,a3Piu
1542,9899.2742,59,29,3,e,5,a3Piu
1543,9803.4135,61,30,1,f,5,a3Piu
1544,9898.1653,61,30,2,f,5,a3Piu
1545,9993.5044,61,30,3,f,5,a3Piu
1546,9896.2502,63,31,1,e,5,a3Piu
1547,9991.1931,63,31,2,e,5,a3Piu
1548,10091.7209,63,31,3,e,5,a3Piu
1549,9989.9088,65,32,1,f,5,a3Piu
1550,10090.7106,65,32,2,f,5,a3Piu
1551,10191.8098,65,32,3,f,5,a3Piu
1552,10088.9171,67,33,1,e,5,a3Piu
1553,10189.5837,67,33,2,e,5,a3Piu
1554,10296.1848,67,33,3,e,5,a3Piu
1555,10188.4063,69,34,1,f,5,a3Piu
1556,10295.2636,69,34,2,f,5,a3Piu
1557,10402.1025,69,34,3,f,5,a3Piu
1558,10293.5784,71,35,1,e,5,a3Piu
1559,10399.9521,71,35,2,e,5,a3Piu
1560,10512.6236,71,35,3,e,5,a3Piu
1561,10398.8688,73,36,1,f,5,a3Piu
1562,10511.7834,73,36,2,f,5,a3Piu
1563,10624.3388,73,36,3,f,5,a3Piu
1564,10510.1955,75,37,1,e,5,a3Piu
1565,10622.2562,75,37,2,e,5,a3Piu
1566,10740.9928,75,37,3,e,5,a3Piu
1567,10621.2561,77,38,1,f,5,a3Piu
1568,10740.2266,77,38,2,f,5,a3Piu
1569,10858.4731,77,38,3,f,5,a3Piu
1570,10738.7267,79,39,1,e,5,a3Piu
1571,10856.4513,79,39,2,e,5,a3Piu
1572,10981.2457,79,39,3,e,5,a3Piu
1573,10855.5254,81,40,1,f,5,a3Piu
1574,10980.5477,81,40,2,f,5,a3Piu
1575,11104.4576,81,40,3,f,5,a3Piu
1576,10979.1278,83,41,1,e,5,a3Piu
1577,11102.4906,83,41,2,e,5,a3Piu
1578,11233.3336,83,41,3,e,5,a3Piu
1579,11101.6311,85,42,1,f,5,a3Piu
1580,11232.6986,85,42,2,f,5,a3Piu
1581,11362.2422,85,42,3,f,5,a3Piu
1582,11231.3519,87,43,1,e,5,a3Piu
1583,11360.3249,87,43,2,e,5,a3Piu
1584,11497.2053,87,43,3,e,5,a3Piu
1585,11359.5251,89,44,1,f,5,a3Piu
1586,11496.6288,89,44,2,f,5,a3Piu
1587,11631.7747,89,44,3,f,5,a3Piu
1588,11495.3495,91,45,1,e,5,a3Piu
1589,11629.9025,91,45,2,e,5,a3Piu
1590,11772.8075,91,45,3,e,5,a3Piu
1591,11629.1566,93,46,1,f,5,a3Piu
1592,11772.2855,93,46,2,f,5,a3Piu
1593,11913.0005,93,46,3,f,5,a3Piu
1594,11771.0686,95,47,1,e,5,a3Piu
1595,11911.1693,95,47,2,e,5,a3Piu
1596,12060.0846,95,47,3,e,5,a3Piu
1597,11910.4724,97,48,1,f,5,a3Piu
1598,12059.6135,97,48,2,f,5,a3Piu
1599,12205.8626,97,48,3,f,5,a3Piu
1600,12058.4544,99,49,1,e,5,a3Piu
1601,12204.069,99,49,2,e,5,a3Piu
1602,12358.9783,99,49,3,e,5,a3Piu
1603,12203.4165,101,50,1,f,5,a3Piu
1604,12358.5551,101,50,2,f,5,a3Piu
1605,12510.302,101,50,3,f,5,a3Piu
1606,12357.45,103,51,1,e,5,a3Piu
1607,12508.5427,103,51,2,e,5,a3Piu
1608,12669.4285,103,51,3,e,5,a3Piu
1609,12507.9307,105,52,1,f,5,a3Piu
1610,12669.0504,105,52,2,f,5,a3Piu
1611,12826.2568,105,52,3,f,5,a3Piu
1612,12667.9957,107,53,1,e,5,a3Piu
1613,12824.5291,107,53,2,e,5,a3Piu
1614,12991.3722,107,53,3,e,5,a3Piu
1615,12823.9542,109,54,1,f,5,a3Piu
1616,12991.0368,109,54,2,f,5,a3Piu
1617,13153.6633,109,54,3,f,5,a3Piu
1618,12990.0295,111,55,1,e,5,a3Piu
1619,13151.9646,111,55,2,e,5,a3Piu
1620,13324.7445,111,55,3,e,5,a3Piu
1621,13151.4236,113,56,1,f,5,a3Piu
1622,13324.4495,113,56,2,f,5,a3Piu
1623,13492.455,113,56,3,f,5,a3Piu
1624,13323.4869,115,57,1,e,5,a3Piu
1625,13490.7831,115,57,2,e,5,a3Piu
1626,13669.4778,115,57,3,e,5,a3Piu
1627,13490.2733,117,58,1,f,5,a3Piu
1628,13669.2211,117,58,2,f,5,a3Piu
1629,13842.5633,117,58,3,f,5,a3Piu
1630,13668.3007,119,59,1,e,5,a3Piu
1631,13840.916,119,59,2,e,5,a3Piu
1632,14025.5021,119,59,3,e,5,a3Piu
1633,13840.4349,121,60,1,f,5,a3Piu
1634,14025.282,121,60,2,f,5,a3Piu
1635,14203.9169,121,60,3,f,5,a3Piu
1636,14024.4016,123,61,1,e,5,a3Piu
1637,14202.2924,123,61,2,e,5,a3Piu
1638,14392.7453,123,61,3,e,5,a3Piu
1639,14201.8379,125,62,1,f,5,a3Piu
1640,14392.5601,125,62,2,f,5,a3Piu
1641,14576.4425,125,62,3,f,5,a3Piu
1642,14391.7176,127,63,1,e,5,a3Piu
1643,14574.8391,127,63,2,e,5,a3Piu
1644,14771.1325,127,63,3,e,5,a3Piu
1645,14574.409,129,64,1,f,5,a3Piu
1646,14770.9807,129,64,2,f,5,a3Piu
1647,14960.064,129,64,3,f,5,a3Piu
1648,14770.1744,131,65,1,e,5,a3Piu
1649,14958.4801,131,65,2,e,5,a3Piu
1650,15160.5867,131,65,3,e,5,a3Piu
1651,14958.0728,133,66,1,f,5,a3Piu
1652,15160.4669,133,66,2,f,5,a3Piu
1653,15354.7032,133,66,3,f,5,a3Piu
1654,15159.6952,135,67,1,e,5,a3Piu
1655,15353.1375,135,67,2,e,5,a3Piu
1656,15561.0284,135,67,3,e,5,a3Piu
1657,15352.7511,137,68,1,f,5,a3Piu
1658,15560.9394,137,68,2,f,5,a3Piu
1659,15760.2794,137,68,3,f,5,a3Piu
1660,15560.2007,139,69,1,e,5,a3Piu
1661,15758.7304,139,69,2,e,5,a3Piu
1662,15972.3757,139,69,3,e,5,a3Piu
1663,15758.3635,141,70,1,f,5,a3Piu
1664,15972.3163,141,70,2,f,5,a3Piu
1665,16176.7093,141,70,3,f,5,a3Piu
1666,15971.6092,143,71,1,e,5,a3Piu
1667,16175.176,143,71,2,e,5,a3Piu
1668,16394.5441,143,71,3,e,5,a3Piu
1669,16174.8272,145,72,1,f,5,a3Piu
1670,16394.5133,145,72,2,f,5,a3Piu
1671,16603.9075,145,72,3,f,5,a3Piu
1672,16393.8367,147,73,1,e,5,a3Piu
1673,16602.3887,147,73,2,e,5,a3Piu
1674,16827.4471,147,73,3,e,5,a3Piu
1675,16602.0567,149,74,1,f,5,a3Piu
1676,16827.4438,149,74,2,f,5,a3Piu
1677,17041.7861,149,74,3,f,5,a3Piu
1678,16826.7964,151,75,1,e,5,a3Piu
1679,17040.2807,151,75,2,e,5,a3Piu
1680,17270.9954,151,75,3,e,5,a3Piu
1681,17039.9644,153,76,1,f,5,a3Piu
1682,17271.0188,153,76,2,f,5,a3Piu
1683,17490.2545,153,76,3,f,5,a3Piu
1684,17270.3996,155,77,1,e,5,a3Piu
1685,17488.7617,155,77,2,e,5,a3Piu
1686,17725.0974,155,77,3,e,5,a3Piu
1687,17488.4599,157,78,1,f,5,a3Piu
1688,17725.1466,157,78,2,f,5,a3Piu
1689,17949.2202,157,78,3,f,5,a3Piu
1690,17724.5547,159,79,1,e,5,a3Piu
1691,17947.739,159,79,2,e,5,a3Piu
1692,18189.6593,159,79,3,e,5,a3Piu
1693,17947.4508,161,80,1,f,5,a3Piu
1694,18189.7335,161,80,2,f,5,a3Piu
1695,18418.5877,161,80,3,f,5,a3Piu
1696,18189.1678,163,81,1,e,5,a3Piu
1697,18417.1175,163,81,2,e,5,a3Piu
1698,18664.5845,163,81,3,e,5,a3Piu
1699,18416.8419,165,82,1,f,5,a3Piu
1700,18664.683,165,82,2,f,5,a3Piu
1701,18898.2597,165,82,3,f,5,a3Piu
1702,18664.1428,167,83,1,e,5,a3Piu
1703,18896.7994,167,83,2,e,5,a3Piu
1704,19149.7742,167,83,3,e,5,a3Piu
1705,18896.5356,169,84,1,f,5,a3Piu
1706,19149.8964,169,84,2,f,5,a3Piu
1707,19388.1359,169,84,3,f,5,a3Piu
1708,19149.3808,171,85,1,e,5,a3Piu
1709,19386.685,171,85,2,e,5,a3Piu
1710,19645.1272,171,85,3,e,5,a3Piu
1711,19386.4322,173,86,1,f,5,a3Piu
1712,19645.2724,173,86,2,f,5,a3Piu
1713,19888.1139,173,86,3,f,5,a3Piu
1714,19644.7808,175,87,1,e,5,a3Piu
1715,19886.6718,175,87,2,e,5,a3Piu
1716,20150.5399,175,87,3,e,5,a3Piu
1717,19886.4292,177,88,1,f,5,a3Piu
1718,20150.7075,177,88,2,f,5,a3Piu
1719,20398.0889,177,88,3,f,5,a3Piu
