ID,Level,,col3
3496,14017.436,*,10
3497,13998.845,*,9
3498,15692.852,*,17
3499,10043.586,*,10
3500,10024.985,*,11
3501,15218.465,*,15
3502,19578.952,*,20
3503,19444.569,*,20
3504,19964.484,*,20
3505,20501.365,*,20
3506,17034.935,*,15
3507,19649.39,*,18
3508,16438.795,*,14
3509,19673.521,*,20
3510,16483.533,*,18
3511,17919.052,*,17
3512,14672.657,*,12
3513,14761.621,*,6
3514,14742.936,*,5
3515,16689.457,*,19
3516,18505.177,*,16
3517,8559.21,26,6
3518,8540.519,26,6
3519,21015.652,*,20
3520,20996.959,*,20
3521,16281.113,*,15
3522,8894.632,76,9
3523,8875.934,76,9
3524,13926.595,*,7
3525,16580.554,*,19
3526,16561.835,*,19
3527,16217.726,*,16
3528,12671.626,*,7
3529,12652.899,*,8
3530,13970.77,*,7
3531,19825.483,*,19
3532,19806.751,*,19
3533,15103.748,*,20
3534,15085.01,*,19
3535,13964.054,*,8
3536,13199.136,*,3
3537,14246.275,*,10
3538,15975.689,*,14
3539,17450.434,*,20
3540,17431.684,*,19
3541,13642.235,*,9
3542,11505.252,*,12
3543,13231.044,*,7
3544,11657.961,*,5
3545,11639.192,*,6
3546,14715.114,*,3
3547,13715.403,*,19
3548,13696.626,*,19
3549,12462.141,*,9
3550,12443.364,*,8
3551,20520.143,*,19
3552,12901.973,*,13
3553,18719.053,*,18
3554,18638.936,*,19
3555,14938.967,*,7
3556,15389.429,*,14
3557,15370.629,*,14
3558,16409.774,*,14
3559,20169.42,*,20
3560,16095.528,*,16
3561,17512.876,*,16
3562,13940.209,*,16
3563,13921.388,*,15
3564,14641.919,*,9
3565,14623.096,*,9
3566,15887.614,*,17
3567,18236.472,*,15
3568,18217.643,*,14
3569,16849.866,*,14
3570,16235.144,*,15
3571,14570.557,*,13
3572,10730.67,*,17
3573,18715.961,*,20
3574,17405.262,*,20
3575,17386.393,*,19
3576,15936.003,*,14
3577,10730.433,*,6
3578,10711.546,*,7
3579,13354.622,*,1
3580,13335.735,*,2
3581,16320.643,*,17
3582,16301.755,*,16
3583,15138.759,*,2
3584,15595.168,*,17
3585,16246.843,*,15
3586,10505.341,*,3
3587,10486.422,*,3
3588,16626.503,*,13
3589,16607.578,*,13
3590,19471.166,*,19
3591,19325.385,*,17
3592,14638.258,*,16
3593,15551.874,*,13
3594,14509.485,*,14
3595,12924.4,*,8
3596,13246.707,*,14
3597,13227.749,*,15
3598,13558.293,*,11
3599,13539.335,*,10
3600,19246.936,*,18
3601,11897.955,*,11
3602,11878.994,*,10
3603,17225.14,*,13
3604,20870.346,*,19
3605,15410.6,*,13
3606,19204.973,*,20
3607,19186.077,*,18
3608,13977.648,*,4
3609,19044.719,*,20
3610,14417.928,*,17
3611,17564.789,*,20
3612,17545.806,*,19
3613,17359.109,*,16
3614,16243.424,*,17
3615,13714.605,*,11
3616,15161.126,*,10
3617,15644.403,*,19
3618,15059.419,*,11
3619,17779.669,*,16
3620,16861.679,*,15
3621,16864.305,*,15
3622,17589.088,*,16
3623,15757.267,*,17
3624,15738.238,*,18
3625,16694.886,*,20
3626,16675.849,*,19
3627,14111.897,*,6
3628,14092.856,*,7
3629,13225.497,*,8
3630,13206.453,*,9
3631,16335.784,*,15
3632,18890.507,*,20
3633,17776.395,*,19
3634,13209.492,*,6
3635,9383.701,22,5
3636,9364.636,26,6
3637,16065.169,*,19
3638,17428.493,*,18
3639,17409.417,*,18
3640,16709.248,*,19
3641,16690.17,*,18
3642,17413.839,*,14
3643,17394.761,*,14
3644,17232.181,*,15
3645,17385.309,*,15
3646,17366.224,*,15
3647,13576.105,*,13
3648,13557.018,*,12
3649,14180.636,*,10
3650,13184.206,*,11
3651,13165.116,*,11
3652,14533.435,*,15
3653,14613.669,*,3
3654,14442.201,*,6
3655,14423.096,*,6
3656,5297.104,68,8
3657,5277.988,76,9
3658,6494.908,76,9
3659,6475.791,84,10
3660,16759.811,*,13
3661,15611.893,*,14
3662,15592.764,*,13
3663,13515.431,*,10
3664,13496.301,*,9
3665,13754.538,*,3
3666,13735.403,*,2
3667,20082.454,*,19
3668,17053.799,*,19
3669,17034.657,*,18
3670,18255.628,*,15
3671,13378.987,*,11
3672,10122.838,*,10
3673,10103.678,*,11
3674,17103.726,*,13
3675,18453.295,*,15
3676,16394.139,*,19
3677,16374.975,*,18
3678,19368.027,*,18
3679,19348.858,*,17
3680,14197.743,*,4
3681,14178.425,*,11
3682,14159.255,*,10
3683,13837.47,*,8
3684,13818.299,*,8
3685,19692.694,*,20
3686,11975.345,*,13
3687,11956.172,*,14
3688,15524.939,*,12
3689,16360.879,*,18
3690,14449.1,*,16
3691,14429.9,*,16
3692,16045.35,*,17
3693,17311.513,*,14
3694,18429.221,*,15
3695,13186.672,*,12
3696,18784.916,*,15
3697,18765.684,*,16
3698,16467.797,*,14
3699,15730.148,*,11
3700,15710.912,*,10
3701,18229.142,*,17
3702,12924.111,*,7
3703,13109.057,*,3
3704,11457.272,*,10
3705,17565.164,*,19
3706,18546.852,*,15
3707,18527.601,*,15
3708,11815.842,*,5
3709,14909.504,*,8
3710,14890.244,*,7
3711,13703.261,*,8
3712,17205.876,*,13
3713,14948.497,*,11
3714,12973.061,*,5
3715,19370.917,*,20
3716,17684.146,*,15
3717,16344.776,*,13
3718,16085.099,*,18
3719,13758.37,*,10
3720,13739.068,*,11
3721,19287.09,*,18
3722,18661.435,*,17
3723,17149.444,*,16
3724,18506.002,*,20
3725,17541.65,*,20
3726,17522.318,*,20
3727,19235.73,*,20
3728,15100.779,*,17
3729,15081.44,*,17
3730,16223.682,*,12
3731,18713.474,*,15
3732,18694.126,*,16
3733,17871.675,*,18
3734,17638.078,*,14
3735,17618.724,*,13
3736,15946.725,*,16
3737,15927.363,*,15
3738,14795.075,*,11
3739,16805.821,*,14
3740,19880.445,*,19
3741,16921.022,*,14
3742,17532.254,*,17
3743,18359.237,*,19
3744,16826.415,*,18
3745,17132.908,*,13
3746,17132.905,*,14
3747,12278.279,*,10
3748,12258.88,*,9
3749,20441.635,*,20
3750,20422.235,*,19
3751,17225.568,*,16
3752,15224.582,*,18
3753,15205.176,*,17
3754,19404.512,*,18
3755,12145.469,*,11
3756,12126.061,*,12
3757,15906.839,*,17
3758,16375.901,*,17
3759,13193.917,*,9
3760,13174.504,*,10
3761,18006.871,*,16
3762,16189.216,*,16
3763,15622.355,*,12
3764,13021.445,*,3
3765,13963.384,*,11
3766,13943.944,*,12
3767,15036.688,*,14
3768,15017.24,*,14
3769,12988.205,*,8
3770,12968.756,*,9
3771,16321.224,*,15
3772,15231.713,*,19
3773,15212.243,*,18
3774,16513.051,*,14
3775,14286.688,*,15
3776,14854.583,*,14
3777,18043.884,*,14
3778,18024.402,*,15
3779,12622.278,*,14
3780,12602.795,*,13
3781,15452.56,*,16
3782,16224.443,*,17
3783,15078.919,*,11
3784,13275.519,*,4
3785,14088.378,*,15
3786,14068.877,*,16
3787,18327.73,*,17
3788,13569.724,*,9
3789,20320.899,*,19
3790,20301.397,*,20
3791,14820.824,*,7
3792,17658.49,*,14
3793,13092.683,*,9
3794,21152.163,*,20
3795,18949.787,*,20
3796,18930.268,*,20
3797,18119.55,*,16
3798,18004.881,*,15
3799,16462.354,*,16
3800,10840.092,*,11
3801,14088.43,*,17
3802,14928.009,*,15
3803,19334.387,*,18
3804,15098.489,*,14
3805,16193.488,*,18
3806,16173.909,*,18
3807,16582.94,*,13
3808,16563.357,*,13
3809,16496.61,*,19
3810,16477.025,*,20
3811,14360.071,*,14
3812,13670.333,*,15
3813,17060.614,*,20
3814,16373.957,*,14
3815,12234.717,*,11
3816,16351.508,*,12
3817,16331.909,*,12
3818,15211.369,*,13
3819,17827.201,*,14
3820,10642.299,*,2
3821,16659.833,*,18
3822,19075.976,*,17
3823,19320.45,*,19
3824,17601.58,*,19
3825,15078.846,*,15
3826,15808.082,*,16
3827,14558.502,*,7
3828,14538.854,*,6
3829,10697.604,*,4
3830,10677.955,*,5
3831,13542.655,*,11
3832,13523.004,*,10
3833,18269.187,*,17
3834,15310.973,*,11
3835,20809.879,*,19
3836,13989.233,*,11
3837,20624.835,*,19
3838,20605.168,*,20
3839,14509.251,*,15
3840,14489.573,*,16
3841,13301.616,*,7
3842,13281.936,*,6
3843,16537.752,*,14
3844,15192.546,*,17
3845,21233.512,*,20
3846,21213.814,*,20
3847,16270.27,*,13
3848,17257.281,*,14
3849,16468.276,*,12
3850,18452.417,*,19
3851,18432.699,*,19
3852,14333.18,*,10
3853,14313.448,*,10
3854,16523.987,*,12
3855,19938.519,*,20
3856,15849.386,*,15
3857,19104.077,*,19
3858,11878.562,*,2
3859,11858.809,*,1
3860,15986.698,*,18
3861,13541.267,*,18
3862,17928.919,*,20
3863,19330.82,*,17
3864,14775.303,*,12
3865,17516.674,*,15
3866,17496.902,*,14
3867,14448.822,*,12
3868,14991.966,*,4
3869,19460.676,*,17
3870,3965.918,52,6
3871,3946.129,60,7
3872,17569.296,*,16
3873,19155.424,*,17
3874,13591.923,*,10
3875,17392.687,*,13
3876,13147.635,*,9
3877,19506.201,*,19
3878,12321.627,*,12
3879,7443.323,*,10
3880,7423.498,*,9
3881,13355.814,*,14
3882,12091.716,*,3
3883,12071.89,*,4
3884,19291.222,*,17
3885,18373.428,*,20
3886,16184.192,*,14
3887,12701.807,*,17
3888,14582.374,*,9
3889,17346.363,*,15
3890,20355.755,*,20
3891,14912.622,*,12
3892,15740.349,*,15
3893,14577.917,*,15
3894,14558.041,*,14
3895,13963.82,*,13
3896,18586.441,*,20
3897,17938.936,*,18
3898,15213.468,*,12
3899,15193.579,*,13
3900,10728.068,*,3
3901,14090.531,*,8
3902,14070.635,*,7
3903,11097.168,*,5
3904,9379.96,10,2
3905,11775.738,*,5
3906,19220.506,*,19
3907,14916.124,*,9
3908,10297.405,*,11
3909,15331.743,*,15
3910,18209.223,*,17
3911,20452.433,*,19
3912,14293.561,*,11
3913,11947.155,*,11
3914,11927.228,*,10
3915,15954.985,*,13
3916,20846.082,*,20
3917,20826.148,*,20
3918,20379.95,*,19
3919,14504.116,*,11
3920,17062.968,*,13
3921,17043.026,*,13
3922,16333.204,*,12
3923,12377.163,*,8
3924,12357.211,*,7
3925,19226.05,*,17
3926,11728.808,*,2
3927,11708.855,*,1
3928,18289.142,*,17
3929,14840.782,*,7
3930,18708.614,*,18
3931,14300.418,*,11
3932,14280.456,*,12
3933,18222.626,*,16
3934,14863.875,*,10
3935,14843.909,*,9
3936,15029.945,*,12
3937,15009.975,*,13
3938,20637.48,*,19
3939,15282.566,*,11
3940,11037.475,*,9
3941,13592.895,*,12
3942,18374.097,*,18
3943,10218.173,*,13
3944,10198.159,*,12
3945,15713.45,*,17
3946,20452.358,*,20
3947,15050.929,*,5
3948,15030.911,*,6
3949,16535.736,*,12
3950,11151.336,*,16
3951,11793.234,*,6
3952,18936.066,*,20
3953,15839.141,*,19
3954,16223.691,*,13
3955,12807.982,*,3
3956,12787.932,*,4
3957,16140.163,*,15
3958,16120.106,*,15
3959,11547.321,*,13
3960,11527.263,*,12
3961,14597.976,*,14
3962,14586.364,*,7
3963,14566.301,*,6
3964,17378.862,*,14
3965,10715.289,*,8
3966,14172.501,*,12
3967,14152.42,*,13
3968,17292.911,*,13
3969,12769.924,*,13
3970,12749.84,*,12
3971,13187.963,*,6
3972,18343.061,*,19
3973,17569.23,*,14
3974,15764.559,*,16
3975,15744.462,*,15
3976,16105.266,*,12
3977,16891.02,*,13
3978,16870.913,*,13
3979,18245.871,*,19
3980,17570.362,*,16
3981,15004.226,*,7
3982,14437.688,*,5
3983,14417.569,*,5
3984,14320.548,*,11
3985,16578.718,*,12
3986,16558.576,*,13
3987,20937.994,*,20
3988,16800.593,*,16
3989,17122.587,*,16
3990,17102.427,*,17
3991,13861.232,*,5
3992,13841.071,*,5
3993,17174.083,*,14
3994,17153.922,*,15
3995,12471.095,*,8
3996,12450.924,*,9
3997,18662.946,*,19
3998,18068.757,*,19
3999,14113.625,*,17
4000,15080.59,*,16
4001,17280.685,*,15
4002,13432.617,*,9
4003,16361.132,*,16
4004,16926.272,*,17
4005,16906.076,*,18
4006,17205.505,*,13
4007,18491.386,*,18
4008,14532.599,*,19
4009,14512.391,*,20
4010,17969.191,*,14
4011,17948.977,*,15
4012,20306.727,*,19
4013,13896.608,*,4
4014,10657.731,*,5
4015,15420.267,*,9
4016,14865.662,*,6
4017,14845.422,*,7
4018,12381.705,*,2
4019,12361.464,*,3
4020,14572.946,*,7
4021,17798.33,*,15
4022,18987.866,*,17
4023,18967.615,*,18
4024,10409.336,*,8
4025,10389.081,*,7
4026,14099.681,*,13
4027,14079.425,*,13
4028,14853.319,*,6
4029,17598.286,*,19
4030,14493.118,*,18
4031,14161.089,*,19
4032,11406.829,*,10
4033,12156.148,*,11
4034,12135.85,*,10
4035,15389.224,*,10
4036,14237.251,*,16
4037,14216.943,*,16
4038,17694.084,*,16
4039,17673.771,*,15
4040,16494.007,*,13
4041,14405.965,*,13
4042,14385.636,*,13
4043,4334.578,22,5
4044,4314.243,26,6
4045,16983.315,*,14
4046,16962.98,*,13
4047,15756.943,*,13
4048,15623.461,*,14
4049,15603.116,*,13
4050,12992.002,*,12
4051,20675.269,*,20
4052,12859.964,*,15
4053,12839.611,*,16
4054,15996.044,*,15
4055,14565.171,*,5
4056,12097.025,*,7
4057,12076.66,*,8
4058,6366.813,18,4
4059,14065.873,*,6
4060,14045.499,*,5
4061,19083.701,*,18
4062,14737.666,*,11
4063,15652.991,*,11
4064,19035.89,*,20
4065,18143.591,*,16
4066,15594.002,*,17
4067,15573.614,*,18
4068,18867.901,*,17
4069,19457.491,*,20
4070,10753.442,*,12
4071,17925.735,*,15
4072,17905.338,*,15
4073,19225.597,*,18
4074,12085.895,*,9
4075,12424.243,*,9
4076,12403.833,*,10
4077,16991.907,*,18
4078,11836.256,*,6
4079,19244.354,*,19
4080,14616.964,*,10
4081,14596.547,*,9
4082,17652.203,*,17
4083,17631.785,*,17
4084,17397.781,*,15
4085,12097.671,*,14
4086,14537.807,*,11
4087,14969.093,*,18
4088,18421.762,*,20
4089,18401.334,*,20
4090,17204.708,*,14
4091,17473.138,*,17
4092,20114.89,*,20
4093,14256.212,*,6
4094,19947.999,*,20
4095,16179.758,*,15
4096,12358.597,*,12
4097,12338.124,*,11
4098,17352.401,*,14
4099,18958.217,*,17
4100,16461.057,*,19
4101,16440.56,*,20
4102,12623.708,*,5
4103,13321.927,*,12
4104,14177.239,*,4
4105,16801.997,*,16
4106,14336.792,*,12
4107,14316.282,*,13
4108,11769.071,*,8
4109,17415.279,*,13
4110,12869.247,*,9
4111,12848.727,*,10
4112,13396.16,*,15
4113,11708.272,*,2
4114,16785.277,*,14
4115,14974.641,*,10
4116,10425.913,*,4
4117,10405.367,*,5
4118,17777.781,*,15
4119,15022.081,*,12
4120,15001.525,*,13
4121,14706.652,*,7
4122,15989.669,*,12
4123,15854.719,*,14
4124,13984.949,*,6
4125,13339.272,*,11
4126,13052.794,*,16
4127,13032.234,*,16
4128,17588.715,*,19
4129,17568.149,*,18
4130,16168.744,*,19
4131,16148.174,*,18
4132,13557.618,*,12
4133,13537.047,*,11
4134,11479.832,*,6
4135,11459.26,*,6
4136,17194.67,*,13
4137,11964.335,*,12
4138,16412.082,*,16
4139,17369.493,*,17
4140,15654.114,*,12
4141,10723.165,*,14
4142,10702.56,*,14
4143,13588.416,*,6
4144,18749.949,*,19
4145,17163.774,*,16
4146,17071.725,*,16
4147,12969.378,*,11
4148,17208.442,*,13
4149,17530.221,*,14
4150,15558.857,*,15
4151,14586.923,*,18
4152,14566.279,*,17
4153,13120.673,*,8
4154,13100.027,*,8
4155,16986.246,*,13
4156,16965.596,*,14
4157,18269.632,*,20
4158,17022.194,*,13
4159,17001.54,*,12
4160,13956.987,*,4
4161,11044.321,*,2
4162,11023.66,*,3
4163,19821.17,*,18
4164,13165.733,*,13
4165,18402.35,*,14
4166,16932.129,*,13
4167,17733.171,*,15
4168,18065.771,*,14
4169,16757.021,*,18
4170,17548.593,*,17
4171,16893.946,*,15
4172,15248.168,*,15
4173,18820.209,*,18
4174,13381.994,*,19
4175,13361.279,*,19
4176,13903.409,*,10
4177,18590.367,*,15
4178,18569.647,*,15
4179,13553.328,*,7
4180,13532.606,*,7
4181,18114.937,*,20
4182,18094.213,*,20
4183,13695.295,*,16
4184,11208.308,*,9
4185,13797.343,*,14
4186,13776.615,*,13
4187,12404.947,*,15
4188,12384.217,*,14
4189,14695.934,*,8
4190,10465.825,*,6
4191,11426.112,*,10
4192,11405.367,*,11
4193,12422.617,*,8
4194,12037.79,*,8
4195,20480.615,*,19
4196,18506.845,*,15
4197,17534.715,*,14
4198,14047.01,*,8
4199,14026.237,*,9
4200,12993.841,*,6
4201,18301.577,*,19
4202,6607.691,*,10
4203,6586.906,*,9
4204,11494.399,*,13
4205,11473.611,*,12
4206,16764.487,*,13
4207,11996.138,*,13
4208,15077.689,*,14
4209,16323.974,*,13
4210,11341.117,*,12
4211,11320.314,*,11
4212,9207.342,*,7
4213,9186.538,*,8
4214,14314.861,*,3
4215,6278.473,18,4
4216,12704.372,*,8
4217,10140.977,*,12
4218,10120.164,*,12
4219,16526.079,*,15
4220,13003.905,*,10
4221,15757.143,*,13
4222,15736.312,*,12
4223,11797.402,*,11
4224,16965.857,*,13
4225,10130.946,*,11
4226,10110.098,*,12
4227,13721.212,*,4
4228,13700.362,*,3
4229,8316.54,*,10
4230,8295.681,*,9
4231,6351.6,26,6
4232,12590.037,*,2
4233,12569.165,*,2
4234,19431.133,*,18
4235,15977.834,*,14
4236,16416.212,*,17
4237,13619.429,*,16
4238,13598.528,*,15
4239,11496.115,*,14
4240,11475.212,*,14
4241,15392.368,*,12
4242,15371.455,*,11
4243,9482.885,*,12
4244,14971.259,*,11
4245,18963.674,*,17
4246,10857.273,*,8
4247,12896.915,*,10
4248,12875.969,*,11
4249,14698.028,*,17
4250,11466.836,*,7
4251,11445.876,*,7
4252,17272.667,*,13
4253,11487.802,*,7
4254,7413.684,*,10
4255,14991.335,*,6
4256,15665.388,*,18
4257,17341.67,*,14
4258,20819.257,*,20
4259,12821.132,*,8
4260,13733.534,*,13
4261,14222.205,*,11
4262,11601.556,*,7
4263,11580.556,*,7
4264,18523.731,*,15
4265,14909.942,*,15
4266,14888.937,*,15
4267,17075.244,*,14
4268,13838.692,*,17
4269,13817.681,*,17
4270,13024.285,*,4
4271,13003.266,*,5
4272,12280.147,*,12
4273,12259.124,*,13
4274,17203.162,*,14
4275,9196.396,18,4
4276,20783.859,*,20
4277,20762.818,*,20
4278,13784.304,*,11
4279,16667.508,*,15
4280,15911.958,*,18
4281,15890.909,*,18
4282,18231.635,*,15
4283,18210.584,*,15
4284,13654.109,*,18
4285,13633.048,*,17
4286,12970.023,*,14
4287,15823.25,*,14
4288,13655.658,*,5
4289,13634.591,*,6
4290,15475.105,*,12
4291,18290.27,*,16
4292,15613.847,*,12
4293,14352.218,*,16
4294,14331.134,*,16
4295,16098.894,*,15
4296,15138.849,*,14
4297,14688.142,*,6
4298,15840.855,*,16
4299,15819.736,*,15
4300,17926.13,*,19
4301,14863.61,*,7
4302,17567.592,*,20
4303,14979.691,*,4
4304,8648.077,*,10
4305,8626.939,*,10
4306,18517.55,*,18
4307,14696.342,*,9
4308,19002.275,*,17
4309,13561.433,*,5
4310,13540.278,*,6
4311,16689.65,*,14
4312,13105.967,*,14
4313,13084.81,*,13
4314,13151.025,*,5
4315,12886.57,*,5
4316,12739.594,*,11
4317,16857.343,*,18
4318,18280.408,*,18
4319,17424.979,*,17
4320,17270.639,*,19
4321,14657.893,*,14
4322,20265.327,*,19
4323,13289.554,*,14
4324,20216.855,*,19
4325,14154.409,*,16
4326,13817.01,*,2
4327,16053.728,*,18
4328,16032.506,*,17
4329,9561.236,52,6
4330,18740.3,*,20
4331,14071.627,*,8
4332,12935.709,*,12
4333,8479.658,*,10
4334,18760.47,*,18
4335,20436.878,*,19
4336,20415.639,*,20
4337,8854.681,68,8
4338,18339.27,*,16
4339,13947.095,*,15
4340,18545.082,*,19
4341,11664.091,*,13
4342,13693.2,*,7
4343,16555.368,*,18
4344,16534.088,*,19
4345,18313.283,*,16
4346,14361.599,*,17
4347,15528.502,*,18
4348,17857.065,*,17
4349,17819.626,*,14
4350,10104.151,*,11
4351,14004.933,*,9
4352,17270.992,*,15
4353,7358.446,30,7
4354,12783.322,*,6
4355,15014.058,*,15
4356,14992.743,*,16
4357,14955.196,*,13
4358,13081.842,*,12
4359,13060.524,*,11
4360,15433.421,*,13
4361,19718.647,*,19
4362,20528.239,*,19
4363,12664.683,*,5
4364,12643.341,*,6
4365,20299.552,*,19
4366,13888.438,*,13
4367,13867.089,*,12
4368,20243.974,*,20
4369,15229.429,*,13
4370,13553.961,*,8
4371,17534.233,*,16
4372,15346.743,*,13
4373,15325.376,*,14
4374,14912.99,*,12
4375,14956.23,*,12
4376,14308.08,*,16
4377,20759.181,*,19
4378,14880.929,*,17
4379,16955.223,*,16
4380,16933.812,*,16
4381,17495.262,*,15
4382,13742.625,*,4
4383,17426.864,*,13
4384,19045.382,*,18
4385,15031.407,*,13
4386,11396.252,*,14
4387,11374.819,*,14
4388,15951.958,*,13
4389,13473.218,*,8
4390,14503.078,*,8
4391,14481.644,*,7
4392,20042.267,*,20
4393,13426.887,*,6
4394,19047.191,*,19
4395,15982.735,*,16
4396,13650.517,*,12
4397,13629.062,*,11
4398,16888.603,*,18
4399,16867.147,*,17
4400,18654.172,*,20
4401,15368.501,*,12
4402,7165.687,14,3
4403,7144.224,10,2
4404,13039.059,*,10
4405,12547.029,*,7
4406,5856.745,18,4
4407,5835.274,22,5
4408,9007.134,36,4
4409,14609.34,*,14
4410,14587.86,*,13
4411,7464.994,*,7
4412,15223.102,*,13
4413,15201.609,*,12
4414,20550.123,*,20
4415,20528.628,*,20
4416,13968.221,*,9
4417,13946.722,*,8
4418,16588.863,*,15
4419,12621.833,*,7
4420,18196.627,*,20
4421,16757.834,*,20
4422,17446.272,*,15
4423,14331.65,*,15
4424,14310.133,*,16
4425,12469.551,*,10
4426,12448.027,*,10
4427,12876.562,*,9
4428,13228.284,*,9
4429,18166.696,*,14
4430,12931.297,*,15
4431,12909.767,*,14
4432,11731.146,*,17
4433,11709.613,*,16
4434,17314.456,*,14
4435,18109.535,*,18
4436,13920.219,*,13
4437,20163.791,*,20
4438,16317.144,*,13
4439,11731.179,*,15
4440,13206.764,*,7
4441,14850.195,*,17
4442,14828.625,*,17
4443,15865.854,*,18
4444,10272.151,*,8
4445,19538.789,*,19
4446,15404.576,*,2
4447,17475.314,*,14
4448,15286.746,*,18
4449,13265.697,*,15
4450,15693.634,*,17
4451,15754.425,*,12
4452,15732.834,*,13
4453,17626.895,*,15
4454,19218.814,*,17
4455,14532.81,*,8
4456,17967.311,*,16
4457,17403.15,*,17
4458,14275.247,*,9
4459,14039.06,*,11
4460,14416.825,*,3
4461,14395.196,*,2
4462,21037.281,*,20
4463,14947.054,*,8
4464,14925.42,*,9
4465,16257.995,*,19
4466,13381.477,*,11
4467,17273.224,*,17
4468,13990.636,*,4
4469,14075.527,*,15
4470,14053.869,*,15
4471,18150.842,*,20
4472,18129.183,*,20
4473,19676.522,*,18
4474,14574.207,*,15
4475,14629.679,*,9
4476,15993.902,*,18
4477,13260.257,*,6
4478,10946.204,*,5
4479,13227.618,*,11
4480,16171.762,*,17
4481,19644.175,*,20
4482,19369.767,*,20
4483,13786.666,*,14
4484,13764.931,*,13
4485,18002.665,*,15
4486,17797.885,*,14
4487,20226.848,*,19
4488,14535.147,*,19
4489,16984.943,*,18
4490,13805.703,*,6
4491,12192.641,*,10
4492,12170.879,*,9
4493,14478.243,*,13
4494,9304.509,*,10
4495,9282.741,*,11
4496,11707.07,*,3
4497,11685.3,*,3
4498,17508.751,*,18
4499,17486.982,*,18
4500,17034.094,*,19
4501,19476.892,*,18
4502,19455.114,*,18
4503,16275.304,*,17
4504,18429.554,*,14
4505,18407.771,*,15
4506,13601.14,*,13
4507,5107.026,68,8
4508,5085.239,76,9
4509,11604.879,*,18
4510,11583.089,*,18
4511,17329.186,*,19
