ID,Level,,col3
4807,10224.268,*,7
4808,16933.817,*,20
4809,17879.384,*,19
4810,15058.193,*,0
4811,15035.353,*,1
4812,12718.137,*,15
4813,12680.502,*,15
4814,15904.944,*,19
4815,15882.089,*,19
4816,14172.785,*,8
4817,14149.929,*,8
4818,17842.79,*,14
4819,17819.934,*,14
4820,10962.436,*,1
4821,10939.561,*,1
4822,14489.947,*,5
4823,11566.026,*,13
4824,14015.23,*,12
4825,14076.791,*,13
4826,16750.096,*,15
4827,16193.612,*,19
4828,16170.719,*,20
4829,17162.225,*,18
4830,17139.33,*,19
4831,15421.573,*,18
4832,14270.658,*,12
4833,18701.151,*,18
4834,8698.563,*,10
4835,8675.657,*,10
4836,14392.008,*,4
4837,13953.937,*,5
4838,13931.02,*,6
4839,19658.362,*,19
4840,14697.03,*,18
4841,14674.107,*,19
4842,14422.036,*,9
4843,14399.106,*,9
4844,14946.874,*,10
4845,14923.939,*,10
4846,13577.06,*,15
4847,10825.362,*,5
4848,10802.426,*,5
4849,15216.45,*,8
4850,15193.513,*,7
4851,13317.629,*,10
4852,17236.769,*,18
4853,17213.818,*,17
4854,17631.93,*,14
4855,12226.054,*,13
4856,12203.093,*,12
4857,19853.138,*,19
4858,12848.592,*,12
4859,18592.125,*,17
4860,14259.342,*,6
4861,17739.709,*,16
4862,5778.656,42,10
4863,5755.678,38,9
4864,18686.833,*,20
4865,18663.84,*,20
4866,16130.047,*,12
4867,13197.498,*,11
4868,16870.543,*,14
4869,14409.979,*,3
4870,14386.983,*,2
4871,15967.679,*,12
4872,14424.461,*,9
4873,5691.883,10,2
4874,12593.435,*,8
4875,18086.527,*,17
4876,14170.281,*,8
4877,13877.662,*,11
4878,17298.626,*,18
4879,14177.537,*,10
4880,14154.515,*,10
4881,15799.095,*,12
4882,15776.071,*,11
4883,9632.168,*,10
4884,9609.139,*,10
4885,17454.717,*,20
4886,15588.853,*,14
4887,16916.582,*,13
4888,16868.86,*,20
4889,13405.233,*,9
4890,13382.171,*,10
4891,14850.32,*,12
4892,13280.967,*,7
4893,13875.913,*,7
4894,13852.844,*,8
4895,11404.705,*,14
4896,11381.634,*,14
4897,12631.849,*,16
4898,16064.538,*,12
4899,16600.499,*,15
4900,16577.422,*,16
4901,11125.303,*,14
4902,11102.222,*,14
4903,9702.063,22,5
4904,9678.982,26,6
4905,13185.815,*,12
4906,13162.73,*,11
4907,19123.265,*,17
4908,11931.684,*,5
4909,10446.025,*,5
4910,10422.908,*,6
4911,11600.672,*,6
4912,14877.715,*,13
4913,16473.882,*,14
4914,14485.573,*,14
4915,14462.437,*,14
4916,12678.531,*,3
4917,12655.387,*,4
4918,14443.503,*,5
4919,14420.353,*,5
4920,15564.371,*,19
4921,20951.049,*,20
4922,14469.959,*,17
4923,15165.722,*,15
4924,19853.345,*,18
4925,12390.713,*,14
4926,12367.531,*,13
4927,16985.34,*,13
4928,15094.554,*,13
4929,12814.052,*,13
4930,13082.769,*,13
4931,16929.276,*,19
4932,18224.644,*,18
4933,18201.441,*,19
4934,14674.56,*,8
4935,19126.378,*,19
4936,14001.161,*,14
4937,17287.487,*,15
4938,14829.192,*,9
4939,14805.958,*,9
4940,15071.319,*,13
4941,13652.409,*,5
4942,15532.95,*,11
4943,19782.502,*,20
4944,13792.234,*,12
4945,8708.927,*,11
4946,8685.664,*,12
4947,8721.833,*,10
4948,16995.359,*,14
4949,15498.714,*,12
4950,18054.278,*,16
4951,13365.034,*,11
4952,13341.746,*,12
4953,17749.302,*,20
4954,19049.034,*,20
4955,12541.8,*,7
4956,12518.503,*,7
4957,12006.012,*,6
4958,20739.52,*,20
4959,14493.427,*,12
4960,11511.648,*,10
4961,11488.343,*,10
4962,16417.242,*,20
4963,16717.398,*,15
4964,12816.27,*,15
4965,18405.88,*,15
4966,12371.277,*,14
4967,18556.311,*,17
4968,18532.964,*,18
4969,15022.834,*,16
4970,14999.474,*,17
4971,14093.161,*,1
4972,14069.801,*,1
4973,15343.406,*,19
4974,18016.89,*,14
4975,18848.655,*,19
4976,15310.305,*,18
4977,17662.038,*,17
4978,18021.307,*,18
4979,11457.341,*,4
4980,9543.659,26,6
4981,9520.257,22,5
4982,14806.183,*,10
4983,11267.985,*,2
4984,11244.579,*,2
4985,5045.636,34,8
4986,5022.223,38,9
4987,20125.005,*,20
4988,16905.861,*,20
4989,14044.292,*,9
4990,13777.979,*,3
4991,5264.182,38,9
4992,5240.739,34,8
4993,19670.631,*,20
4994,18235.114,*,16
4995,14544.83,*,1
4996,11944.337,*,12
4997,17247.164,*,20
4998,15509.437,*,14
4999,18101.974,*,17
5000,15666.165,*,17
5001,14892.998,*,4
5002,14869.473,*,5
5003,14887.135,*,7
5004,11942.131,*,14
5005,14688.89,*,14
5006,14665.356,*,14
5007,14912.116,*,20
5008,15187.339,*,11
5009,11767.35,*,9
5010,7732.591,14,3
5011,7709.038,18,4
5012,20084.406,*,20
5013,20060.848,*,19
5014,10393.511,*,13
5015,10369.952,*,13
5016,19395.475,*,18
5017,14497.371,*,13
5018,16280.373,*,16
5019,16256.777,*,17
5020,17710.502,*,16
5021,15370.547,*,19
5022,7365.177,*,10
5023,7341.564,*,11
5024,11828.155,*,15
5025,11804.535,*,14
5026,17266.257,*,19
5027,9496.774,*,7
5028,9473.154,*,8
5029,13209.439,*,13
5030,9848.104,*,7
5031,9824.478,*,8
5032,12318.878,*,12
5033,16063.982,*,13
5034,17705.788,*,20
5035,17682.151,*,20
5036,12058.003,*,11
5037,21084.85,*,20
5038,10409.944,*,9
5039,14723.302,*,9
5040,14699.653,*,8
5041,8366.316,*,14
5042,8342.66,*,13
5043,15228.797,*,10
5044,11285.79,*,6
5045,11262.124,*,7
5046,16472.944,*,18
5047,14544.624,*,14
5048,15248.003,*,7
5049,14011.055,*,14
5050,11094.021,*,10
5051,11070.333,*,11
5052,13000.316,*,7
5053,12976.625,*,7
5054,20659.453,*,19
5055,18608.365,*,19
5056,11945.394,*,4
5057,11921.683,*,3
5058,16470.288,*,12
5059,18426.727,*,15
5060,14115.13,*,19
5061,16916.661,*,14
5062,15527.182,*,16
5063,14311.441,*,4
5064,14287.685,*,3
5065,13783.388,*,4
5066,13759.619,*,5
5067,18408.929,*,18
5068,19011.638,*,18
5069,11135.757,*,14
5070,11111.982,*,14
5071,13310.963,*,16
5072,13287.179,*,15
5073,14676.018,*,10
5074,17991.787,*,18
5075,17967.995,*,19
5076,15649.476,*,15
5077,15625.674,*,15
5078,13330.809,*,0
5079,15245.924,*,15
5080,14385.2,*,16
5081,14266.202,*,14
5082,17150.258,*,14
5083,17412.471,*,15
5084,18127.006,*,19
5085,19409.326,*,17
5086,16042.06,*,12
5087,8892.506,*,9
5088,14257.025,*,8
5089,14233.177,*,8
5090,7916.16,*,9
5091,7892.304,*,8
5092,11683.093,*,9
5093,11659.235,*,8
5094,9786.644,*,14
5095,6512.42,*,15
5096,6488.557,*,14
5097,12385.328,*,4
5098,15500.138,*,13
5099,14466.075,*,7
5100,11757.02,*,12
5101,15589.543,*,11
5102,17275.867,*,14
5103,7317.571,*,10
5104,7293.679,*,11
5105,11475.424,*,13
5106,15468.384,*,16
5107,15927.051,*,14
5108,15903.127,*,14
5109,13250.456,*,3
5110,15740.623,*,17
5111,13896.681,*,15
5112,15323.655,*,14
5113,15299.701,*,13
5114,15141.76,*,16
5115,17036.283,*,17
5116,12517.833,*,8
5117,18547.833,*,20
5118,18523.866,*,20
5119,15130.183,*,15
5120,15525.826,*,17
5121,15075.192,*,8
5122,17482.15,*,14
5123,13258.191,*,10
5124,13234.206,*,11
5125,19000.301,*,18
5126,15951.354,*,15
5127,12488.242,*,5
5128,12464.251,*,6
5129,17995.392,*,18
5130,14104.274,*,10
5131,10887.455,*,9
5132,16388.072,*,16
5133,10385.932,*,8
5134,15730.221,*,14
5135,15706.209,*,13
5136,15815.129,*,19
5137,19109.44,*,17
5138,16980.662,*,20
5139,11676.739,*,7
5140,11652.719,*,8
5141,12533.8,*,14
5142,12509.779,*,13
5143,16344.669,*,16
5144,15261.124,*,14
5145,18237.868,*,14
5146,13625.181,*,13
5147,17475.404,*,19
5148,14027.603,*,15
5149,15805.585,*,16
5150,17904.008,*,14
5151,17879.951,*,14
5152,15881.538,*,17
5153,13128.993,*,17
5154,13104.93,*,16
5155,7261.388,6,1
5156,7237.314,10,2
5157,11724.915,*,6
5158,14702.529,*,17
5159,17402.95,*,13
5160,13630.018,*,17
5161,14400.422,*,10
5162,14376.33,*,9
5163,13370.858,*,9
5164,16285.778,*,17
5165,16472.909,*,16
5166,11919.538,*,10
5167,11895.428,*,10
5168,17461.864,*,13
5169,14152.392,*,10
5170,13545.627,*,18
5171,17228.755,*,20
5172,13047.936,*,7
5173,13987.69,*,3
5174,12824.576,*,9
5175,17197.813,*,18
5176,15103.017,*,14
5177,13644.258,*,3
5178,12103.188,*,10
5179,14256.711,*,4
5180,14232.517,*,5
5181,18748.258,*,18
5182,19906.336,*,19
5183,15202.042,*,16
5184,16424.019,*,16
5185,11781.081,*,16
5186,11756.839,*,15
5187,13166.122,*,15
5188,13141.877,*,15
5189,14478.403,*,9
5190,15247.419,*,9
5191,18987.371,*,19
5192,10410.565,*,11
5193,13647.761,*,8
5194,14873.783,*,9
5195,14849.501,*,10
5196,17397.17,*,15
5197,20408.217,*,19
5198,18866.212,*,20
5199,14749.727,*,9
5200,16248.748,*,17
5201,14018.688,*,18
5202,13313.866,*,13
5203,12143.337,*,8
5204,11684.536,*,1
5205,15013.395,*,17
5206,17818.009,*,14
5207,12075.733,*,15
5208,14448.795,*,9
5209,17179.279,*,18
5210,17154.937,*,19
5211,20651.985,*,20
5212,17493.381,*,13
5213,17469.033,*,14
5214,18826.045,*,18
5215,14439.282,*,2
5216,14072.182,*,12
5217,16617.133,*,18
5218,16400.469,*,20
5219,16376.104,*,20
5220,13730.832,*,17
5221,4138.172,52,6
5222,4113.784,60,7
5223,15349.765,*,13
5224,6846.113,30,7
5225,13874.487,*,17
5226,13019.882,*,8
5227,19153.291,*,20
5228,12901.155,*,3
5229,14874.382,*,11
5230,19173.264,*,20
5231,20326.115,*,20
5232,17797.03,*,20
5233,13488.361,*,12
5234,13463.919,*,13
5235,14492.852,*,11
5236,11563.074,*,20
5237,11538.626,*,19
5238,7919.81,*,9
5239,7895.36,*,8
5240,10477.746,*,11
5241,10453.295,*,12
5242,14990.58,*,15
5243,14966.129,*,14
5244,14129.86,*,4
5245,9615.021,6,1
5246,9590.559,2,0
5247,17473.438,*,18
5248,9374.592,*,7
5249,9350.119,*,7
5250,16641.82,*,16
5251,12771.084,*,12
5252,12746.611,*,13
5253,13213.304,*,17
5254,13188.826,*,17
5255,7354.363,28,3
5256,7329.883,28,3
5257,13718.144,*,5
5258,14040.245,*,12
5259,13556.369,*,8
5260,14999.138,*,9
5261,14039.654,*,12
5262,13739.133,*,12
5263,14879.976,*,4
5264,16239.48,*,20
5265,15651.844,*,18
5266,15508.368,*,14
5267,17941.609,*,14
5268,13488.787,*,7
5269,11408.749,*,12
5270,17580.048,*,14
5271,13448.645,*,8
5272,7556.342,68,8
5273,7531.763,60,7
5274,17170.532,*,15
5275,13979.788,*,12
5276,14999.249,*,10
5277,16089.78,*,19
5278,15201.638,*,15
5279,17358.481,*,19
5280,16195.354,*,20
5281,19095.502,*,18
5282,14622.845,*,19
5283,16354.972,*,20
5284,12722.546,*,8
5285,12697.896,*,8
5286,6016.843,14,3
5287,20473.717,*,19
5288,20449.059,*,19
5289,16864.094,*,12
5290,15105.5,*,10
5291,19023.965,*,17
5292,8081.667,*,9
5293,12395.955,*,13
5294,13935.295,*,10
5295,15297.08,*,17
5296,18319.513,*,14
5297,21303.695,*,20
5298,21278.993,*,20
5299,16445.509,*,12
5300,16727.867,*,20
5301,15254.173,*,12
5302,12921.66,*,11
5303,3620.976,26,6
5304,3596.223,22,5
5305,11572.076,*,14
5306,9408.457,26,6
5307,11820.005,*,9
5308,20706.634,*,20
5309,17356.68,*,18
5310,17331.919,*,18
5311,21039.336,*,20
5312,14161.239,*,11
5313,14136.445,*,11
5314,10606.905,*,13
5315,13442.691,*,10
5316,16134.47,*,14
5317,16756.67,*,16
5318,11345.142,*,12
5319,10085.265,*,13
5320,12984.004,*,12
5321,12959.153,*,13
5322,15976.812,*,14
5323,17009.693,*,16
5324,16033.158,*,11
5325,13232.319,*,7
5326,13207.453,*,8
5327,16286.547,*,17
5328,18372.107,*,14
5329,14342.074,*,5
5330,20720.5,*,20
5331,11092.185,*,6
5332,18939.051,*,19
5333,16299.081,*,13
5334,14964.41,*,15
5335,14983.542,*,7
5336,14958.629,*,6
5337,12457.308,*,3
5338,12432.393,*,4
5339,18837.297,*,20
5340,14583.104,*,16
5341,13348.743,*,13
5342,14408.423,*,13
5343,14888.047,*,13
5344,18454.498,*,15
5345,10861.275,*,3
5346,15879.985,*,20
5347,13204.263,*,8
5348,16752.487,*,14
5349,13769.849,*,14
5350,13374.633,*,5
5351,15632.45,*,17
5352,15700.927,*,17
5353,7145.044,60,7
5354,7120.035,52,6
5355,18201.743,*,14
5356,12392.541,*,13
5357,7704.028,52,6
5358,7679.009,60,7
5359,15598.432,*,14
5360,12616.225,*,3
5361,12591.191,*,3
5362,12994.847,*,8
5363,14501.048,*,5
5364,10049.55,*,7
5365,10024.499,*,6
5366,14632.838,*,15
5367,14275.979,*,5
5368,12397.216,*,16
5369,13713.996,*,10
5370,15450.711,*,18
5371,13780.267,*,9
5372,13166.959,*,14
5373,18451.736,*,18
5374,18426.65,*,17
5375,16092.92,*,15
5376,16586.929,*,20
5377,18684.514,*,20
5378,12348.26,*,5
5379,11658.16,*,11
5380,14390.068,*,13
5381,12605.98,*,11
5382,16703.198,*,12
5383,17507.086,*,17
5384,19786.893,*,20
5385,9554.301,*,7
5386,15006.222,*,14
5387,13298.614,*,11
5388,9408.514,*,12
5389,12974.174,*,14
5390,12732.504,*,16
5391,12256.874,*,12
5392,12231.643,*,11
5393,3287.263,18,4
5394,3261.997,18,4
5395,9242.78,*,7
5396,9562.656,*,8
5397,9537.389,*,8
5398,14849.639,*,14
5399,13868.878,*,9
5400,14234.542,*,6
5401,14209.259,*,5
5402,16088.947,*,20
5403,15152.251,*,9
5404,12760.117,*,13
5405,14137.015,*,5
5406,13222.832,*,12
5407,18170.504,*,15
5408,18689.418,*,15
5409,9181.979,*,6
5410,14971.066,*,6
5411,14945.701,*,5
5412,15920.214,*,14
5413,14289.66,*,7
5414,14264.291,*,7
5415,13490.892,*,17
5416,15314.929,*,11
5417,15079.86,*,14
5418,14625.941,*,9
5419,8882.931,52,6
5420,13046.528,*,15
5421,13021.094,*,15
5422,14110.044,*,14
5423,14084.609,*,15
5424,12016.832,*,4
5425,11069.764,*,2
5426,12038.454,*,13
5427,18263.551,*,15
5428,18238.098,*,16
5429,16268.887,*,18
5430,12646.89,*,14
5431,10523.105,*,6
5432,10497.617,*,7
5433,11005.342,*,6
5434,10979.85,*,6
5435,11062.988,*,10
5436,18805.595,*,19
5437,21075.899,*,20
5438,13148.964,*,10
5439,17845.488,*,14
5440,14009.394,*,13
5441,12378.958,*,5
5442,12353.399,*,5
5443,9924.529,*,13
5444,9898.962,*,14
5445,17254.33,*,20
5446,14231.047,*,15
5447,16855.241,*,13
5448,17020.934,*,13
5449,14251.641,*,19
5450,14226.058,*,18
5451,11430.293,*,13
5452,14337.037,*,5
5453,20016.669,*,19
5454,16307.597,*,12
5455,12152.18,*,5
5456,12126.562,*,4
5457,15087.979,*,1
5458,15062.359,*,2
5459,17956.421,*,15
5460,18854.587,*,17
5461,18828.942,*,17
5462,18594.799,*,18
5463,17779.505,*,17
5464,11969.086,*,6
5465,14152.644,*,17
5466,14126.987,*,16
5467,7758.545,68,8
5468,7732.885,60,7
5469,19436.638,*,18
5470,11842.366,*,7
5471,11816.685,*,8
5472,19317.851,*,17
5473,14175.623,*,7
5474,8769.683,52,6
5475,8743.987,44,5
5476,13586.926,*,18
5477,18237.36,*,18
5478,17668.768,*,20
5479,10408.959,*,11
5480,10383.254,*,11
5481,13707.16,*,10
5482,18974.587,*,19
5483,13460.006,*,17
5484,10935.204,*,13
5485,13618.316,*,3
5486,13592.565,*,3
5487,19078.322,*,20
5488,13709.646,*,2
5489,14667.754,*,11
5490,7902.041,18,4
5491,15030.606,*,18
5492,13778.113,*,11
5493,14747.968,*,13
5494,14722.165,*,14
5495,16419.702,*,12
5496,10635.509,*,11
5497,14235.129,*,7
5498,14209.312,*,6
5499,9173.86,*,10
5500,15625.638,*,13
5501,13905.222,*,9
5502,13879.395,*,8
5503,20016.414,*,20
5504,13262.44,*,13
5505,13236.581,*,14
5506,20902.908,*,20
5507,14909.897,*,11
5508,14124.084,*,13
5509,13676.628,*,15
5510,13488.956,*,2
5511,13463.062,*,2
5512,16034.198,*,12
5513,9716.872,*,8
5514,9690.962,*,7
5515,20612.305,*,20
5516,15696.412,*,19
5517,13394.213,*,15
5518,13368.282,*,16
5519,12517.736,*,9
5520,12491.796,*,8
5521,11909.283,*,11
5522,14536.461,*,8
5523,14393.806,*,12
5524,7925.77,6,1
5525,7899.805,10,2
5526,6212.605,22,5
5527,6186.635,26,6
5528,11308.637,*,8
5529,15706.859,*,13
5530,14552.076,*,5
5531,14526.097,*,4
5532,6795.725,22,5
5533,12952.663,*,6
5534,12926.67,*,5
5535,15053.858,*,15
5536,18272.14,*,14
5537,18246.132,*,15
5538,13127.416,*,5
5539,16841.014,*,14
5540,15059.055,*,18
5541,15499.795,*,16
5542,13681.691,*,6
5543,15642.273,*,20
5544,13588.384,*,9
5545,14031.561,*,8
5546,20066.098,*,19
5547,12323.747,*,8
5548,14449.937,*,5
5549,14441.279,*,15
5550,14572.513,*,20
5551,14546.44,*,20
5552,17501.986,*,16
5553,13916.626,*,12
5554,15118.794,*,10
5555,14961.909,*,11
5556,15261.12,*,6
5557,14424.026,*,7
5558,14397.874,*,8
5559,18406.545,*,20
5560,10458.83,*,8
5561,14114.541,*,15
5562,16230.506,*,12
5563,12371.043,*,16
5564,17955.93,*,15
5565,14403.719,*,16
5566,15400.331,*,18
5567,11176.203,*,5
5568,11558.698,*,11
5569,11532.511,*,12
5570,17689.638,*,14
5571,13884.263,*,4
5572,13442.711,*,12
5573,13416.513,*,12
5574,14457.2,*,4
5575,14664.469,*,15
5576,7942.389,*,10
5577,17727.621,*,16
5578,17318.691,*,18
5579,18501.365,*,15
5580,12875.731,*,12
5581,12785.972,*,4
5582,18453.081,*,18
5583,10872.645,*,2
5584,10846.398,*,2
5585,16907.726,*,16
5586,13916.631,*,7
5587,11598.349,*,16
5588,19628.589,*,18
5589,17693.664,*,14
5590,15313.536,*,8
5591,14049.256,*,15
5592,12625.325,*,8
5593,12599.053,*,9
5594,18815.835,*,17
5595,17066.554,*,15
5596,17505.398,*,14
5597,14737.457,*,14
5598,16567.357,*,14
5599,16315.345,*,19
5600,15881.868,*,11
5601,14125.882,*,9
5602,14099.541,*,8
5603,15130.098,*,19
5604,14907.292,*,16
5605,15040.425,*,16
5606,15217.112,*,11
5607,18525.506,*,20
5608,14562.539,*,16
5609,14536.162,*,17
5610,15293.148,*,13
5611,9473.015,*,7
5612,9446.628,*,6
5613,14700.953,*,7
5614,15123.942,*,12
5615,16194.224,*,17
5616,18336.736,*,15
5617,18296.704,*,18
5618,14759.924,*,9
5619,14733.491,*,10
5620,9502.683,*,8
5621,17179.439,*,13
5622,16197.244,*,12
5623,15334.83,*,9
5624,15308.37,*,8
5625,14044.261,*,4
5626,14188.806,*,5
5627,15402.595,*,18
5628,20038.355,*,19
5629,14904.202,*,14
5630,11806.311,*,15
5631,11779.813,*,15
5632,10588.888,*,17
5633,10562.389,*,17
5634,17868.58,*,19
5635,14486.085,*,17
5636,14459.58,*,18
5637,13550.02,*,3
5638,13268.221,*,12
5639,13094.259,*,12
5640,20087.383,*,19
5641,15127.329,*,17
5642,10913.86,*,9
5643,10887.308,*,10
5644,10860.9,*,8
5645,18056.88,*,17
5646,12874.854,*,8
5647,14345.903,*,8
5648,14319.344,*,7
5649,14568.387,*,10
5650,15691.963,*,18
5651,13571.372,*,6
5652,13427.279,*,13
5653,11586.366,*,4
5654,11559.783,*,4
5655,13431.822,*,10
5656,3359.002,18,4
5657,3332.412,22,5
5658,12023.512,*,10
5659,15035.76,*,2
5660,13493.445,*,9
5661,13466.843,*,10
5662,14027.36,*,11
5663,16347.337,*,15
5664,13515.197,*,7
5665,11527.729,*,16
5666,19705.212,*,20
5667,13900.638,*,18
5668,13874.003,*,19
5669,11465.559,*,17
5670,11438.922,*,18
5671,14787.115,*,8
5672,14336.298,*,9
5673,16500.332,*,15
5674,17884.429,*,15
5675,15042.863,*,4
5676,13619.216,*,2
5677,9256.087,*,11
5678,16573.845,*,14
5679,20380.985,*,19
5680,20354.331,*,19
5681,10110.002,*,6
5682,10083.342,*,5
5683,19292.555,*,20
5684,15157.391,*,8
5685,20937.579,*,20
5686,14734.244,*,11
5687,15003.141,*,12
5688,14644.797,*,7
5689,14618.11,*,7
5690,14243.707,*,12
5691,12983.635,*,11
5692,14859.755,*,4
5693,14723.047,*,8
5694,21226.578,*,20
5695,15270.721,*,14
5696,16285.548,*,14
5697,19617.436,*,19
5698,10110.087,*,5
5699,14806.9,*,8
5700,15599.397,*,20
5701,15572.642,*,20
5702,13231.019,*,8
5703,16995.438,*,12
5704,17591.924,*,20
5705,12656.801,*,7
5706,15364.559,*,14
5707,15690.636,*,11
5708,13172.043,*,15
5709,16438.171,*,19
5710,16411.391,*,19
5711,14635.167,*,12
5712,20480.097,*,20
5713,13515.385,*,6
5714,10619.161,*,1
5715,10592.345,*,1
5716,17070.646,*,16
5717,16258.959,*,18
5718,14846.552,*,12
5719,16103.059,*,17
5720,18286.895,*,20
5721,19503.744,*,17
5722,17379.254,*,15
5723,12810.176,*,5
5724,13050.377,*,16
5725,13023.509,*,17
5726,9750.326,*,6
5727,9723.454,*,7
5728,19549.651,*,17
5729,13604.097,*,5
5730,14734.032,*,2
5731,14707.146,*,1
5732,15632.286,*,11
5733,5072.542,30,7
5734,11543.764,*,7
5735,11516.849,*,6
5736,9823.672,*,6
5737,9796.753,*,7
5738,13873.464,*,12
5739,13846.544,*,12
5740,17541.221,*,17
5741,12378.314,*,7
5742,8887.43,*,9
5743,8860.497,*,9
5744,19107.382,*,20
5745,11070.223,*,4
5746,13695.337,*,4
5747,12545.213,*,6
5748,12518.236,*,5
5749,13925.635,*,13
5750,12412.316,*,4
5751,17745.145,*,15
5752,17467.973,*,20
5753,9553.775,*,8
5754,15418.569,*,13
5755,13858.064,*,16
5756,20279.703,*,20
5757,8211.103,28,3
5758,13371.186,*,4
5759,13344.134,*,4
5760,12746.756,*,1
5761,17472.39,*,19
5762,12597.252,*,11
5763,14916.054,*,8
5764,11968.717,*,7
5765,9693.03,26,6
5766,9665.962,30,7
5767,18973.225,*,17
5768,16089.387,*,14
5769,16102.797,*,16
5770,13087.625,*,10
5771,14655.971,*,10
5772,14628.863,*,11
5773,14028.477,*,10
5774,13863.417,*,11
5775,14329.23,*,19
5776,16634.708,*,12
5777,13852.15,*,9
5778,14706.743,*,5
5779,14726.824,*,7
5780,11108.579,*,15
5781,18324.995,*,15
5782,18297.814,*,14
5783,18443.188,*,18
5784,14997.765,*,9
5785,10705.86,*,13
5786,8238.291,28,3
5787,7820.526,*,11
5788,12667.078,*,6
5789,13302.722,*,5
5790,20735.608,*,19
5791,16710.376,*,16
5792,8484.069,*,9
5793,14533.425,*,4
5794,13995.452,*,8
5795,6794.479,26,6
5796,13454.522,*,14
5797,14443.92,*,6
5798,13112.064,*,13
5799,17386.373,*,15
5800,9729.904,18,4
5801,9702.638,18,4
5802,17963.078,*,17
5803,20753.314,*,20
5804,12348.922,*,13
5805,18746.644,*,20
5806,9740.791,*,14
5807,14814.415,*,8
5808,18218.545,*,19
5809,15483.214,*,15
5810,16648.127,*,12
5811,16970.067,*,17
5812,16942.732,*,16
5813,9876.22,26,6
5814,9848.877,22,5
5815,14311.999,*,11
5816,14064.343,*,17
5817,17201.395,*,20
5818,14131.894,*,9
5819,16829.98,*,19
5820,15280.679,*,10
5821,15253.315,*,9
5822,14189.651,*,10
5823,7171.601,10,2
5824,4185.84,30,7
5825,4158.445,34,8
5826,15357.837,*,17
5827,17007.252,*,18
5828,16318.18,*,19
5829,16290.771,*,20
5830,13452.618,*,11
5831,15201.37,*,11
5832,15064.119,*,13
5833,15417.038,*,17
5834,9942.853,*,11
5835,9915.412,*,10
5836,14813.337,*,8
5837,17600.946,*,13
5838,9121.996,22,5
5839,9094.544,26,6
5840,14095.997,*,15
5841,14768.815,*,10
5842,12786.583,*,13
5843,13572.513,*,14
5844,14348.039,*,10
5845,14862.747,*,8
5846,10808.619,*,10
5847,10781.123,*,9
5848,14214.875,*,14
5849,18190.749,*,19
5850,17078.636,*,15
5851,15002.853,*,20
5852,13855.151,*,11
5853,11468.571,*,15
5854,14207.584,*,8
5855,13206.654,*,10
5856,14401.466,*,5
5857,12880.208,*,11
5858,12852.649,*,10
5859,14742.363,*,6
5860,16348.327,*,18
5861,14179.165,*,13
5862,13969.455,*,12
5863,16604.056,*,12
5864,10907.604,*,13
5865,14114.821,*,13
5866,14087.205,*,13
5867,11281.019,*,7
5868,14996.718,*,19
5869,15324.43,*,16
5870,9972.138,*,4
5871,9944.486,*,5
5872,18086.271,*,14
5873,13039.842,*,6
5874,9987.313,*,8
5875,9959.638,*,7
5876,4272.904,22,5
5877,4245.225,26,6
5878,11210.889,*,11
5879,17232.792,*,13
5880,18289.604,*,14
5881,17662.998,*,19
5882,15103.02,*,6
5883,14407.375,*,15
5884,12671.104,*,8
5885,18208.556,*,18
5886,13695.576,*,13
5887,19772.608,*,19
5888,13846.264,*,18
5889,14624.484,*,11
5890,14662.181,*,8
5891,13009.826,*,17
5892,15186.463,*,14
5893,9455.1,*,11
5894,10900.437,*,3
5895,17955.621,*,17
5896,12767.39,*,10
5897,14381.745,*,12
5898,11145.848,*,12
5899,11118.038,*,12
5900,18590.264,*,17
5901,15336.186,*,9
5902,20576.273,*,20
5903,15086.899,*,17
5904,13429.619,*,9
5905,13401.772,*,10
5906,18599.617,*,20
5907,16231.351,*,13
5908,17737.287,*,14
5909,16213.895,*,12
5910,10004.909,*,7
5911,18128.099,*,19
5912,16894.011,*,18
5913,14696.622,*,18
5914,14668.743,*,17
5915,13095.631,*,11
5916,14615.227,*,5
5917,14587.328,*,6
5918,13462.448,*,14
5919,13434.534,*,15
5920,15089.833,*,12
5921,15467.091,*,14
5922,16192.659,*,16
5923,15374.673,*,18
5924,16787.353,*,16
5925,13720.673,*,8
5926,12996.783,*,9
5927,14831.455,*,17
5928,14803.499,*,18
5929,15533.043,*,18
5930,15505.059,*,18
5931,14862.255,*,6
5932,11689.693,*,16
5933,11661.7,*,17
5934,11008.172,*,4
5935,10980.16,*,4
5936,15371.423,*,20
5937,14294.322,*,7
5938,14185.253,*,7
5939,14157.228,*,8
5940,13422.243,*,15
5941,11632.279,*,19
5942,11604.244,*,18
5943,19650.529,*,19
5944,13570.465,*,16
5945,16393.01,*,15
5946,13795.338,*,20
5947,14213.259,*,18
5948,14185.18,*,17
5949,16299.334,*,15
5950,16271.254,*,15
5951,15562.177,*,14
5952,11632.331,*,17
5953,10218.989,*,8
5954,16811.342,*,13
5955,19670.507,*,19
5956,11500.764,*,8
5957,11472.649,*,9
5958,9876.22,*,6
5959,13564.766,*,11
5960,12441.122,*,1
5961,12412.991,*,0
5962,18665.985,*,15
5963,10697.699,*,8
5964,17216.807,*,16
5965,13081.03,*,16
5966,9504.978,*,10
5967,9476.799,*,10
5968,14041.376,*,7
5969,18534.203,*,20
5970,18127.768,*,20
5971,11487.465,*,5
