id,energy,na,na,lifetime,na,na,na,na
3483,2.44E+04,45,22,1.01E-07,3,e,2,d3Pig
3484,2.43E+04,47,23,1.01E-07,1,f,2,d3Pig
3485,2.44E+04,47,23,1.01E-07,2,f,2,d3Pig
3486,2.45E+04,47,23,1.01E-07,3,f,2,d3Pig
3487,2.44E+04,49,24,1.01E-07,1,e,2,d3Pig
3488,2.45E+04,49,24,1.01E-07,2,e,2,d3Pig
3489,2.46E+04,49,24,1.01E-07,3,e,2,d3Pig
3490,2.45E+04,51,25,1.01E-07,1,f,2,d3Pig
3491,2.46E+04,51,25,1.01E-07,2,f,2,d3Pig
3492,2.47E+04,51,25,1.01E-07,3,f,2,d3Pig
3493,2.46E+04,53,26,1.01E-07,1,e,2,d3Pig
3494,2.47E+04,53,26,1.01E-07,2,e,2,d3Pig
3495,2.47E+04,53,26,1.01E-07,3,e,2,d3Pig
3496,2.47E+04,55,27,1.01E-07,1,f,2,d3Pig
3497,2.47E+04,55,27,1.01E-07,2,f,2,d3Pig
3498,2.48E+04,55,27,1.01E-07,3,f,2,d3Pig
3499,2.47E+04,57,28,1.01E-07,1,e,2,d3Pig
3500,2.48E+04,57,28,1.01E-07,2,e,2,d3Pig
3501,2.49E+04,57,28,1.01E-07,3,e,2,d3Pig
3502,2.48E+04,59,29,1.01E-07,1,f,2,d3Pig
3503,2.49E+04,59,29,1.01E-07,2,f,2,d3Pig
3504,2.50E+04,59,29,1.01E-07,3,f,2,d3Pig
3505,2.49E+04,61,30,1.01E-07,1,e,2,d3Pig
3506,2.50E+04,61,30,1.01E-07,2,e,2,d3Pig
3507,2.51E+04,61,30,1.01E-07,3,e,2,d3Pig
3508,2.50E+04,63,31,1.01E-07,1,f,2,d3Pig
3509,2.51E+04,63,31,1.01E-07,2,f,2,d3Pig
3510,2.53E+04,63,31,1.00E-07,3,f,2,d3Pig
3511,2.51E+04,65,32,1.01E-07,1,e,2,d3Pig
3512,2.53E+04,65,32,1.00E-07,2,e,2,d3Pig
3513,2.54E+04,65,32,1.00E-07,3,e,2,d3Pig
3514,2.53E+04,67,33,1.00E-07,1,f,2,d3Pig
3515,2.54E+04,67,33,1.00E-07,2,f,2,d3Pig
3516,2.55E+04,67,33,1.00E-07,3,f,2,d3Pig
3517,2.54E+04,69,34,1.00E-07,1,e,2,d3Pig
3518,2.55E+04,69,34,1.00E-07,2,e,2,d3Pig
3519,2.56E+04,69,34,1.00E-07,3,e,2,d3Pig
3520,2.55E+04,71,35,1.00E-07,1,f,2,d3Pig
3521,2.56E+04,71,35,1.00E-07,2,f,2,d3Pig
3522,2.57E+04,71,35,9.99E-08,3,f,2,d3Pig
3523,2.56E+04,73,36,1.00E-07,1,e,2,d3Pig
3524,2.57E+04,73,36,9.99E-08,2,e,2,d3Pig
3525,2.58E+04,73,36,9.98E-08,3,e,2,d3Pig
3526,2.57E+04,75,37,9.99E-08,1,f,2,d3Pig
3527,2.58E+04,75,37,9.98E-08,2,f,2,d3Pig
3528,2.60E+04,75,37,9.96E-08,3,f,2,d3Pig
3529,2.58E+04,77,38,9.98E-08,1,e,2,d3Pig
3530,2.60E+04,77,38,9.96E-08,2,e,2,d3Pig
3531,2.61E+04,77,38,9.95E-08,3,e,2,d3Pig
3532,2.60E+04,79,39,9.96E-08,1,f,2,d3Pig
3533,2.61E+04,79,39,9.95E-08,2,f,2,d3Pig
3534,2.62E+04,79,39,9.94E-08,3,f,2,d3Pig
3535,2.61E+04,81,40,9.95E-08,1,e,2,d3Pig
3536,2.62E+04,81,40,9.94E-08,2,e,2,d3Pig
3537,2.64E+04,81,40,9.92E-08,3,e,2,d3Pig
3538,2.62E+04,83,41,9.94E-08,1,f,2,d3Pig
3539,2.64E+04,83,41,9.92E-08,2,f,2,d3Pig
3540,2.65E+04,83,41,9.91E-08,3,f,2,d3Pig
3541,2.64E+04,85,42,9.92E-08,1,e,2,d3Pig
3542,2.65E+04,85,42,9.91E-08,2,e,2,d3Pig
3543,2.67E+04,85,42,9.89E-08,3,e,2,d3Pig
3544,2.65E+04,87,43,9.91E-08,1,f,2,d3Pig
3545,2.67E+04,87,43,9.89E-08,2,f,2,d3Pig
3546,2.68E+04,87,43,9.88E-08,3,f,2,d3Pig
3547,2.67E+04,89,44,9.89E-08,1,e,2,d3Pig
3548,2.68E+04,89,44,9.87E-08,2,e,2,d3Pig
3549,2.70E+04,89,44,9.86E-08,3,e,2,d3Pig
3550,2.68E+04,91,45,9.87E-08,1,f,2,d3Pig
3551,2.70E+04,91,45,9.86E-08,2,f,2,d3Pig
3552,2.71E+04,91,45,9.84E-08,3,f,2,d3Pig
3553,2.70E+04,93,46,9.86E-08,1,e,2,d3Pig
3554,2.71E+04,93,46,9.84E-08,2,e,2,d3Pig
3555,2.73E+04,93,46,9.83E-08,3,e,2,d3Pig
3556,2.71E+04,95,47,9.84E-08,1,f,2,d3Pig
3557,2.73E+04,95,47,9.83E-08,2,f,2,d3Pig
3558,2.74E+04,95,47,9.81E-08,3,f,2,d3Pig
3559,2.73E+04,97,48,9.83E-08,1,e,2,d3Pig
3560,2.74E+04,97,48,9.81E-08,2,e,2,d3Pig
3561,2.76E+04,97,48,9.79E-08,3,e,2,d3Pig
3562,2.52E+04,1,0,1.06E-07,3,e,3,d3Pig
3563,2.51E+04,3,1,1.06E-07,2,f,3,d3Pig
3564,2.52E+04,3,1,1.06E-07,3,f,3,d3Pig
3565,2.51E+04,5,2,1.06E-07,1,e,3,d3Pig
3566,2.52E+04,5,2,1.06E-07,2,e,3,d3Pig
3567,2.52E+04,5,2,1.06E-07,3,e,3,d3Pig
3568,2.51E+04,7,3,1.06E-07,1,f,3,d3Pig
3569,2.52E+04,7,3,1.06E-07,2,f,3,d3Pig
3570,2.52E+04,7,3,1.06E-07,3,f,3,d3Pig
3571,2.51E+04,9,4,1.06E-07,1,e,3,d3Pig
3572,2.52E+04,9,4,1.06E-07,2,e,3,d3Pig
3573,2.52E+04,9,4,1.06E-07,3,e,3,d3Pig
3574,2.52E+04,11,5,1.06E-07,1,f,3,d3Pig
3575,2.52E+04,11,5,1.06E-07,2,f,3,d3Pig
3576,2.52E+04,11,5,1.06E-07,3,f,3,d3Pig
3577,2.52E+04,13,6,1.06E-07,1,e,3,d3Pig
3578,2.52E+04,13,6,1.06E-07,2,e,3,d3Pig
3579,2.52E+04,13,6,1.06E-07,3,e,3,d3Pig
3580,2.52E+04,15,7,1.06E-07,1,f,3,d3Pig
3581,2.52E+04,15,7,1.06E-07,2,f,3,d3Pig
3582,2.53E+04,15,7,1.06E-07,3,f,3,d3Pig
3583,2.52E+04,17,8,1.06E-07,1,e,3,d3Pig
3584,2.53E+04,17,8,1.06E-07,2,e,3,d3Pig
3585,2.53E+04,17,8,1.06E-07,3,e,3,d3Pig
3586,2.53E+04,19,9,1.06E-07,1,f,3,d3Pig
3587,2.53E+04,19,9,1.06E-07,2,f,3,d3Pig
3588,2.53E+04,19,9,1.06E-07,3,f,3,d3Pig
3589,2.53E+04,21,10,1.06E-07,1,e,3,d3Pig
3590,2.53E+04,21,10,1.06E-07,2,e,3,d3Pig
3591,2.54E+04,21,10,1.06E-07,3,e,3,d3Pig
3592,2.53E+04,23,11,1.06E-07,1,f,3,d3Pig
3593,2.54E+04,23,11,1.06E-07,2,f,3,d3Pig
3594,2.54E+04,23,11,1.06E-07,3,f,3,d3Pig
3595,2.54E+04,25,12,1.06E-07,1,e,3,d3Pig
3596,2.54E+04,25,12,1.06E-07,2,e,3,d3Pig
3597,2.54E+04,25,12,1.06E-07,3,e,3,d3Pig
3598,2.54E+04,27,13,1.06E-07,1,f,3,d3Pig
3599,2.54E+04,27,13,1.06E-07,2,f,3,d3Pig
3600,2.55E+04,27,13,1.06E-07,3,f,3,d3Pig
3601,2.54E+04,29,14,1.06E-07,1,e,3,d3Pig
3602,2.55E+04,29,14,1.06E-07,2,e,3,d3Pig
3603,2.55E+04,29,14,1.06E-07,3,e,3,d3Pig
3604,2.55E+04,31,15,1.06E-07,1,f,3,d3Pig
3605,2.55E+04,31,15,1.06E-07,2,f,3,d3Pig
3606,2.56E+04,31,15,1.05E-07,3,f,3,d3Pig
3607,2.55E+04,33,16,1.05E-07,1,e,3,d3Pig
3608,2.56E+04,33,16,1.05E-07,2,e,3,d3Pig
3609,2.57E+04,33,16,1.05E-07,3,e,3,d3Pig
3610,2.56E+04,35,17,1.05E-07,1,f,3,d3Pig
3611,2.57E+04,35,17,1.05E-07,2,f,3,d3Pig
3612,2.57E+04,35,17,1.05E-07,3,f,3,d3Pig
3613,2.56E+04,37,18,1.05E-07,1,e,3,d3Pig
3614,2.57E+04,37,18,1.05E-07,2,e,3,d3Pig
3615,2.58E+04,37,18,1.05E-07,3,e,3,d3Pig
3616,2.57E+04,39,19,1.05E-07,1,f,3,d3Pig
3617,2.58E+04,39,19,1.05E-07,2,f,3,d3Pig
3618,2.58E+04,39,19,1.05E-07,3,f,3,d3Pig
3619,2.58E+04,41,20,1.05E-07,1,e,3,d3Pig
3620,2.58E+04,41,20,1.05E-07,2,e,3,d3Pig
3621,2.59E+04,41,20,1.05E-07,3,e,3,d3Pig
3622,2.58E+04,43,21,1.05E-07,1,f,3,d3Pig
3623,2.59E+04,43,21,1.05E-07,2,f,3,d3Pig
3624,2.60E+04,43,21,1.05E-07,3,f,3,d3Pig
3625,2.59E+04,45,22,1.05E-07,1,e,3,d3Pig
3626,2.60E+04,45,22,1.05E-07,2,e,3,d3Pig
3627,2.61E+04,45,22,1.05E-07,3,e,3,d3Pig
3628,2.60E+04,47,23,1.05E-07,1,f,3,d3Pig
3629,2.61E+04,47,23,1.05E-07,2,f,3,d3Pig
3630,2.61E+04,47,23,1.05E-07,3,f,3,d3Pig
3631,2.61E+04,49,24,1.05E-07,1,e,3,d3Pig
3632,2.61E+04,49,24,1.05E-07,2,e,3,d3Pig
3633,2.62E+04,49,24,1.05E-07,3,e,3,d3Pig
3634,2.61E+04,51,25,1.05E-07,1,f,3,d3Pig
3635,2.62E+04,51,25,1.05E-07,2,f,3,d3Pig
3636,2.63E+04,51,25,1.05E-07,3,f,3,d3Pig
3637,2.62E+04,53,26,1.05E-07,1,e,3,d3Pig
3638,2.63E+04,53,26,1.05E-07,2,e,3,d3Pig
3639,2.64E+04,53,26,1.05E-07,3,e,3,d3Pig
3640,2.63E+04,55,27,1.05E-07,1,f,3,d3Pig
3641,2.64E+04,55,27,1.05E-07,2,f,3,d3Pig
3642,2.65E+04,55,27,1.04E-07,3,f,3,d3Pig
3643,2.64E+04,57,28,1.05E-07,1,e,3,d3Pig
3644,2.65E+04,57,28,1.04E-07,2,e,3,d3Pig
3645,2.66E+04,57,28,1.04E-07,3,e,3,d3Pig
3646,2.65E+04,59,29,1.04E-07,1,f,3,d3Pig
3647,2.66E+04,59,29,1.04E-07,2,f,3,d3Pig
3648,2.67E+04,59,29,1.04E-07,3,f,3,d3Pig
3649,2.66E+04,61,30,1.04E-07,1,e,3,d3Pig
3650,2.67E+04,61,30,1.04E-07,2,e,3,d3Pig
3651,2.68E+04,61,30,1.04E-07,3,e,3,d3Pig
3652,2.67E+04,63,31,1.04E-07,1,f,3,d3Pig
3653,2.68E+04,63,31,1.04E-07,2,f,3,d3Pig
3654,2.69E+04,63,31,1.04E-07,3,f,3,d3Pig
3655,2.68E+04,65,32,1.04E-07,1,e,3,d3Pig
3656,2.69E+04,65,32,1.04E-07,2,e,3,d3Pig
3657,2.70E+04,65,32,1.04E-07,3,e,3,d3Pig
3658,2.69E+04,67,33,1.04E-07,1,f,3,d3Pig
3659,2.70E+04,67,33,1.04E-07,2,f,3,d3Pig
3660,2.71E+04,67,33,1.04E-07,3,f,3,d3Pig
3661,2.70E+04,69,34,1.04E-07,1,e,3,d3Pig
3662,2.71E+04,69,34,1.04E-07,2,e,3,d3Pig
3663,2.72E+04,69,34,1.04E-07,3,e,3,d3Pig
3664,2.71E+04,71,35,1.04E-07,1,f,3,d3Pig
3665,2.72E+04,71,35,1.04E-07,2,f,3,d3Pig
3666,2.74E+04,71,35,1.04E-07,3,f,3,d3Pig
3667,2.72E+04,73,36,1.04E-07,1,e,3,d3Pig
3668,2.74E+04,73,36,1.04E-07,2,e,3,d3Pig
3669,2.75E+04,73,36,1.03E-07,3,e,3,d3Pig
3670,2.74E+04,75,37,1.04E-07,1,f,3,d3Pig
3671,2.75E+04,75,37,1.03E-07,2,f,3,d3Pig
3672,2.76E+04,75,37,1.03E-07,3,f,3,d3Pig
3673,2.75E+04,77,38,1.03E-07,1,e,3,d3Pig
3674,2.76E+04,77,38,1.03E-07,2,e,3,d3Pig
3675,2.77E+04,77,38,1.03E-07,3,e,3,d3Pig
3676,2.76E+04,79,39,1.03E-07,1,f,3,d3Pig
3677,2.77E+04,79,39,1.03E-07,2,f,3,d3Pig
3678,2.79E+04,79,39,1.03E-07,3,f,3,d3Pig
3679,2.77E+04,81,40,1.03E-07,1,e,3,d3Pig
3680,2.79E+04,81,40,1.03E-07,2,e,3,d3Pig
3681,2.80E+04,81,40,1.03E-07,3,e,3,d3Pig
3682,2.79E+04,83,41,1.03E-07,1,f,3,d3Pig
3683,2.80E+04,83,41,1.03E-07,2,f,3,d3Pig
3684,2.82E+04,83,41,1.03E-07,3,f,3,d3Pig
3685,2.80E+04,85,42,1.03E-07,1,e,3,d3Pig
3686,2.81E+04,85,42,1.03E-07,2,e,3,d3Pig
3687,2.83E+04,85,42,1.03E-07,3,e,3,d3Pig
3688,2.81E+04,87,43,1.03E-07,1,f,3,d3Pig
3689,2.83E+04,87,43,1.03E-07,2,f,3,d3Pig
3690,2.84E+04,87,43,1.02E-07,3,f,3,d3Pig
3691,2.83E+04,89,44,1.03E-07,1,e,3,d3Pig
3692,2.84E+04,89,44,1.02E-07,2,e,3,d3Pig
3693,2.86E+04,89,44,1.02E-07,3,e,3,d3Pig
3694,2.84E+04,91,45,1.02E-07,1,f,3,d3Pig
3695,2.86E+04,91,45,1.02E-07,2,f,3,d3Pig
3696,2.87E+04,91,45,1.02E-07,3,f,3,d3Pig
3697,2.86E+04,93,46,1.02E-07,1,e,3,d3Pig
3698,2.87E+04,93,46,1.02E-07,2,e,3,d3Pig
3699,2.89E+04,93,46,1.02E-07,3,e,3,d3Pig
3700,2.87E+04,95,47,1.02E-07,1,f,3,d3Pig
3701,2.89E+04,95,47,1.02E-07,2,f,3,d3Pig
3702,2.91E+04,95,47,1.02E-07,3,f,3,d3Pig
3703,2.89E+04,97,48,1.02E-07,1,e,3,d3Pig
3704,2.91E+04,97,48,1.02E-07,2,e,3,d3Pig
3705,2.92E+04,97,48,1.02E-07,3,e,3,d3Pig
3706,2.90E+04,99,49,1.02E-07,1,f,3,d3Pig
3707,2.92E+04,99,49,1.02E-07,2,f,3,d3Pig
3708,2.94E+04,99,49,1.01E-07,3,f,3,d3Pig
3709,2.68E+04,1,0,1.11E-07,3,e,4,d3Pig
3710,2.68E+04,3,1,1.11E-07,2,f,4,d3Pig
3711,2.68E+04,3,1,1.11E-07,3,f,4,d3Pig
3712,2.68E+04,5,2,1.11E-07,1,e,4,d3Pig
3713,2.68E+04,5,2,1.11E-07,2,e,4,d3Pig
3714,2.68E+04,5,2,1.11E-07,3,e,4,d3Pig
3715,2.68E+04,7,3,1.11E-07,1,f,4,d3Pig
3716,2.68E+04,7,3,1.11E-07,2,f,4,d3Pig
3717,2.68E+04,7,3,1.12E-07,3,f,4,d3Pig
3718,2.68E+04,9,4,1.11E-07,1,e,4,d3Pig
3719,2.68E+04,9,4,1.12E-07,2,e,4,d3Pig
3720,2.68E+04,9,4,1.12E-07,3,e,4,d3Pig
3721,2.68E+04,11,5,1.11E-07,1,f,4,d3Pig
3722,2.68E+04,11,5,1.11E-07,2,f,4,d3Pig
3723,2.68E+04,11,5,1.33E-07,3,f,4,d3Pig
3724,2.68E+04,13,6,1.11E-07,1,e,4,d3Pig
3725,2.68E+04,13,6,1.35E-07,2,e,4,d3Pig
3726,2.69E+04,13,6,1.14E-07,3,e,4,d3Pig
3727,2.68E+04,15,7,1.11E-07,1,f,4,d3Pig
3728,2.69E+04,15,7,1.13E-07,2,f,4,d3Pig
3729,2.69E+04,15,7,1.11E-07,3,f,4,d3Pig
3730,2.69E+04,17,8,1.14E-07,1,e,4,d3Pig
3731,2.69E+04,17,8,1.13E-07,2,e,4,d3Pig
3732,2.69E+04,17,8,1.22E-07,3,e,4,d3Pig
3733,2.69E+04,19,9,1.11E-07,1,f,4,d3Pig
3734,2.69E+04,19,9,1.53E-07,2,f,4,d3Pig
3735,2.70E+04,19,9,1.11E-07,3,f,4,d3Pig
3736,2.69E+04,21,10,1.83E-07,1,e,4,d3Pig
3737,2.70E+04,21,10,1.12E-07,2,e,4,d3Pig
3738,2.70E+04,21,10,1.12E-07,3,e,4,d3Pig
3739,2.69E+04,23,11,1.11E-07,1,f,4,d3Pig
3740,2.70E+04,23,11,1.14E-07,2,f,4,d3Pig
3741,2.70E+04,23,11,1.11E-07,3,f,4,d3Pig
3742,2.70E+04,25,12,1.18E-07,1,e,4,d3Pig
3743,2.70E+04,25,12,1.46E-07,2,e,4,d3Pig
3744,2.71E+04,25,12,1.11E-07,3,e,4,d3Pig
3745,2.70E+04,27,13,1.20E-07,1,f,4,d3Pig
3746,2.71E+04,27,13,1.12E-07,2,f,4,d3Pig
3747,2.71E+04,27,13,1.10E-07,3,f,4,d3Pig
3748,2.71E+04,29,14,1.13E-07,1,e,4,d3Pig
3749,2.71E+04,29,14,1.11E-07,2,e,4,d3Pig
3750,2.72E+04,29,14,1.11E-07,3,e,4,d3Pig
3751,2.71E+04,31,15,1.12E-07,1,f,4,d3Pig
3752,2.72E+04,31,15,1.11E-07,2,f,4,d3Pig
3753,2.72E+04,31,15,1.10E-07,3,f,4,d3Pig
3754,2.72E+04,33,16,1.11E-07,1,e,4,d3Pig
3755,2.72E+04,33,16,1.10E-07,2,e,4,d3Pig
3756,2.73E+04,33,16,1.11E-07,3,e,4,d3Pig
3757,2.72E+04,35,17,1.11E-07,1,f,4,d3Pig
3758,2.73E+04,35,17,1.11E-07,2,f,4,d3Pig
3759,2.73E+04,35,17,1.10E-07,3,f,4,d3Pig
3760,2.73E+04,37,18,1.13E-07,1,e,4,d3Pig
3761,2.73E+04,37,18,1.10E-07,2,e,4,d3Pig
3762,2.74E+04,37,18,1.10E-07,3,e,4,d3Pig
3763,2.73E+04,39,19,1.10E-07,1,f,4,d3Pig
3764,2.74E+04,39,19,1.10E-07,2,f,4,d3Pig
3765,2.75E+04,39,19,1.10E-07,3,f,4,d3Pig
3766,2.74E+04,41,20,1.11E-07,1,e,4,d3Pig
3767,2.75E+04,41,20,1.10E-07,2,e,4,d3Pig
3768,2.75E+04,41,20,1.10E-07,3,e,4,d3Pig
3769,2.75E+04,43,21,1.10E-07,1,f,4,d3Pig
3770,2.75E+04,43,21,1.10E-07,2,f,4,d3Pig
3771,2.76E+04,43,21,1.10E-07,3,f,4,d3Pig
3772,2.75E+04,45,22,1.10E-07,1,e,4,d3Pig
3773,2.76E+04,45,22,1.10E-07,2,e,4,d3Pig
3774,2.77E+04,45,22,1.10E-07,3,e,4,d3Pig
3775,2.76E+04,47,23,1.10E-07,1,f,4,d3Pig
3776,2.77E+04,47,23,1.10E-07,2,f,4,d3Pig
3777,2.78E+04,47,23,1.10E-07,3,f,4,d3Pig
3778,2.77E+04,49,24,1.10E-07,1,e,4,d3Pig
3779,2.78E+04,49,24,1.10E-07,2,e,4,d3Pig
3780,2.78E+04,49,24,1.10E-07,3,e,4,d3Pig
3781,2.78E+04,51,25,1.10E-07,1,f,4,d3Pig
3782,2.78E+04,51,25,1.10E-07,2,f,4,d3Pig
3783,2.79E+04,51,25,1.10E-07,3,f,4,d3Pig
3784,2.78E+04,53,26,1.10E-07,1,e,4,d3Pig
3785,2.79E+04,53,26,1.10E-07,2,e,4,d3Pig
3786,2.80E+04,53,26,1.10E-07,3,e,4,d3Pig
3787,2.79E+04,55,27,1.10E-07,1,f,4,d3Pig
3788,2.80E+04,55,27,1.10E-07,2,f,4,d3Pig
3789,2.81E+04,55,27,1.09E-07,3,f,4,d3Pig
3790,2.80E+04,57,28,1.10E-07,1,e,4,d3Pig
3791,2.81E+04,57,28,1.09E-07,2,e,4,d3Pig
3792,2.82E+04,57,28,1.09E-07,3,e,4,d3Pig
3793,2.81E+04,59,29,1.09E-07,1,f,4,d3Pig
3794,2.82E+04,59,29,1.09E-07,2,f,4,d3Pig
3795,2.83E+04,59,29,1.09E-07,3,f,4,d3Pig
3796,2.82E+04,61,30,1.09E-07,1,e,4,d3Pig
3797,2.83E+04,61,30,1.09E-07,2,e,4,d3Pig
3798,2.84E+04,61,30,1.09E-07,3,e,4,d3Pig
3799,2.83E+04,63,31,1.09E-07,1,f,4,d3Pig
3800,2.84E+04,63,31,1.09E-07,2,f,4,d3Pig
3801,2.85E+04,63,31,1.09E-07,3,f,4,d3Pig
3802,2.84E+04,65,32,1.09E-07,1,e,4,d3Pig
3803,2.85E+04,65,32,1.09E-07,2,e,4,d3Pig
3804,2.86E+04,65,32,1.09E-07,3,e,4,d3Pig
3805,2.85E+04,67,33,1.09E-07,1,f,4,d3Pig
3806,2.86E+04,67,33,1.09E-07,2,f,4,d3Pig
3807,2.87E+04,67,33,1.09E-07,3,f,4,d3Pig
3808,2.86E+04,69,34,1.09E-07,1,e,4,d3Pig
3809,2.87E+04,69,34,1.09E-07,2,e,4,d3Pig
3810,2.88E+04,69,34,1.09E-07,3,e,4,d3Pig
3811,2.87E+04,71,35,1.09E-07,1,f,4,d3Pig
3812,2.88E+04,71,35,1.09E-07,2,f,4,d3Pig
3813,2.90E+04,71,35,1.08E-07,3,f,4,d3Pig
3814,2.88E+04,73,36,1.09E-07,1,e,4,d3Pig
3815,2.90E+04,73,36,1.08E-07,2,e,4,d3Pig
3816,2.91E+04,73,36,1.08E-07,3,e,4,d3Pig
3817,2.90E+04,75,37,1.08E-07,1,f,4,d3Pig
3818,2.91E+04,75,37,1.08E-07,2,f,4,d3Pig
3819,2.92E+04,75,37,1.08E-07,3,f,4,d3Pig
3820,2.91E+04,77,38,1.08E-07,1,e,4,d3Pig
3821,2.92E+04,77,38,1.08E-07,2,e,4,d3Pig
3822,2.93E+04,77,38,1.08E-07,3,e,4,d3Pig
3823,2.92E+04,79,39,1.08E-07,1,f,4,d3Pig
3824,2.93E+04,79,39,1.08E-07,2,f,4,d3Pig
3825,2.95E+04,79,39,1.08E-07,3,f,4,d3Pig
3826,2.93E+04,81,40,1.08E-07,1,e,4,d3Pig
3827,2.95E+04,81,40,1.08E-07,2,e,4,d3Pig
3828,2.96E+04,81,40,1.08E-07,3,e,4,d3Pig
3829,2.95E+04,83,41,1.08E-07,1,f,4,d3Pig
3830,2.96E+04,83,41,1.08E-07,2,f,4,d3Pig
3831,2.97E+04,83,41,1.08E-07,3,f,4,d3Pig
3832,2.96E+04,85,42,1.08E-07,1,e,4,d3Pig
3833,2.97E+04,85,42,1.08E-07,2,e,4,d3Pig
3834,2.99E+04,85,42,1.08E-07,3,e,4,d3Pig
3835,2.97E+04,87,43,1.08E-07,1,f,4,d3Pig
3836,2.99E+04,87,43,1.08E-07,2,f,4,d3Pig
3837,3.00E+04,87,43,1.07E-07,3,f,4,d3Pig
3838,2.99E+04,89,44,1.08E-07,1,e,4,d3Pig
3839,3.00E+04,89,44,1.07E-07,2,e,4,d3Pig
3840,3.02E+04,89,44,1.07E-07,3,e,4,d3Pig
3841,3.00E+04,91,45,1.07E-07,1,f,4,d3Pig
3842,3.02E+04,91,45,1.07E-07,2,f,4,d3Pig
3843,3.03E+04,91,45,1.07E-07,3,f,4,d3Pig
3844,3.02E+04,93,46,1.07E-07,1,e,4,d3Pig
3845,3.03E+04,93,46,1.07E-07,2,e,4,d3Pig
3846,3.05E+04,93,46,1.07E-07,3,e,4,d3Pig
3847,3.03E+04,95,47,1.07E-07,1,f,4,d3Pig
3848,3.05E+04,95,47,1.07E-07,2,f,4,d3Pig
3849,3.06E+04,95,47,1.07E-07,3,f,4,d3Pig
3850,3.05E+04,97,48,1.07E-07,1,e,4,d3Pig
3851,3.06E+04,97,48,1.07E-07,2,e,4,d3Pig
3852,3.08E+04,97,48,1.07E-07,3,e,4,d3Pig
3853,3.06E+04,99,49,1.07E-07,1,f,4,d3Pig
3854,3.08E+04,99,49,1.07E-07,2,f,4,d3Pig
3855,3.09E+04,99,49,1.06E-07,3,f,4,d3Pig
3856,3.08E+04,101,50,1.07E-07,1,e,4,d3Pig
3857,3.09E+04,101,50,1.06E-07,2,e,4,d3Pig
3858,3.11E+04,101,50,1.06E-07,3,e,4,d3Pig
3859,3.09E+04,103,51,1.06E-07,1,f,4,d3Pig
3860,3.11E+04,103,51,1.06E-07,2,f,4,d3Pig
3861,3.13E+04,103,51,1.06E-07,3,f,4,d3Pig
3862,3.11E+04,105,52,1.06E-07,1,e,4,d3Pig
3863,3.13E+04,105,52,1.06E-07,2,e,4,d3Pig
3864,3.14E+04,105,52,1.06E-07,3,e,4,d3Pig
3865,3.13E+04,107,53,1.06E-07,1,f,4,d3Pig
3866,3.14E+04,107,53,1.06E-07,2,f,4,d3Pig
3867,3.16E+04,107,53,1.06E-07,3,f,4,d3Pig
3868,2.84E+04,1,0,1.18E-07,3,e,5,d3Pig
3869,2.84E+04,3,1,1.18E-07,2,f,5,d3Pig
3870,2.84E+04,3,1,1.18E-07,3,f,5,d3Pig
3871,2.83E+04,5,2,1.18E-07,1,e,5,d3Pig
3872,2.84E+04,5,2,1.18E-07,2,e,5,d3Pig
3873,2.84E+04,5,2,1.18E-07,3,e,5,d3Pig
3874,2.84E+04,7,3,1.18E-07,1,f,5,d3Pig
3875,2.84E+04,7,3,1.18E-07,2,f,5,d3Pig
3876,2.84E+04,7,3,1.18E-07,3,f,5,d3Pig
3877,2.84E+04,9,4,1.18E-07,1,e,5,d3Pig
3878,2.84E+04,9,4,1.18E-07,2,e,5,d3Pig
3879,2.84E+04,9,4,1.18E-07,3,e,5,d3Pig
3880,2.84E+04,11,5,1.18E-07,1,f,5,d3Pig
3881,2.84E+04,11,5,1.18E-07,2,f,5,d3Pig
3882,2.84E+04,11,5,1.18E-07,3,f,5,d3Pig
3883,2.84E+04,13,6,1.18E-07,1,e,5,d3Pig
3884,2.84E+04,13,6,1.18E-07,2,e,5,d3Pig
3885,2.84E+04,13,6,1.18E-07,3,e,5,d3Pig
3886,2.84E+04,15,7,1.18E-07,1,f,5,d3Pig
3887,2.84E+04,15,7,1.18E-07,2,f,5,d3Pig
3888,2.85E+04,15,7,1.18E-07,3,f,5,d3Pig
3889,2.84E+04,17,8,1.18E-07,1,e,5,d3Pig
3890,2.85E+04,17,8,1.18E-07,2,e,5,d3Pig
3891,2.85E+04,17,8,1.18E-07,3,e,5,d3Pig
3892,2.85E+04,19,9,1.18E-07,1,f,5,d3Pig
3893,2.85E+04,19,9,1.18E-07,2,f,5,d3Pig
3894,2.85E+04,19,9,1.18E-07,3,f,5,d3Pig
3895,2.85E+04,21,10,1.18E-07,1,e,5,d3Pig
3896,2.85E+04,21,10,1.18E-07,2,e,5,d3Pig
3897,2.86E+04,21,10,1.18E-07,3,e,5,d3Pig
3898,2.85E+04,23,11,1.18E-07,1,f,5,d3Pig
3899,2.86E+04,23,11,1.18E-07,2,f,5,d3Pig
3900,2.86E+04,23,11,1.18E-07,3,f,5,d3Pig
3901,2.86E+04,25,12,1.18E-07,1,e,5,d3Pig
3902,2.86E+04,25,12,1.18E-07,2,e,5,d3Pig
3903,2.86E+04,25,12,1.18E-07,3,e,5,d3Pig
3904,2.86E+04,27,13,1.18E-07,1,f,5,d3Pig
3905,2.86E+04,27,13,1.18E-07,2,f,5,d3Pig
